	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-mir-344d-2 MI0004619	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-mir-326 MI0000598	10	8	6	2	11	0	2	1	0	4	8	3	18	7	8
mmu-mir-128-2 MI0000726	20	15	11	10	8	32	22	26	31	20	17	12	14	14	10
mmu-mir-7069 MI0022919	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-92a-2 MI0000580	38	20	22	18	20	16	14	27	15	24	44	36	42	26	63
mmu-mir-3473h MI0040641	6	2	1	3	6	5	5	4	1	6	7	2	3	2	3
mmu-mir-6989 MI0022837	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-7688 MI0025041	3	1	3	0	4	7	7	14	5	12	1	5	4	2	2
mmu-mir-466i MI0006282	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-450b MI0004705	51	93	90	79	39	18	27	44	18	21	174	60	118	145	120
mmu-mir-693 MI0004662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-744 MI0004124	794	670	596	445	480	1044	1222	1175	1104	1339	927	669	772	855	766
mmu-mir-124-2 MI0000717	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1
mmu-mir-370 MI0001165	250	130	118	123	119	191	186	307	298	319	270	255	187	177	222
mmu-mir-350 MI0000640	13	17	14	17	31	4	1	1	1	2	26	16	22	24	29
mmu-mir-217 MI0000731	1	0	1	0	1	0	0	0	0	0	1	0	2	1	2
mmu-mir-363 MI0000765	1	2	0	5	3	0	0	2	1	0	1	2	0	3	7
mmu-mir-6418 MI0021956	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
mmu-mir-378c MI0021923	9992	12917	10774	6824	6907	1364	897	4465	2486	2157	17068	7841	12744	11138	13881
mmu-mir-148b MI0000617	413	365	283	262	392	99	84	248	191	170	510	335	561	396	529
mmu-mir-702 MI0004686	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
mmu-mir-138-1 MI0000722	6	10	13	5	29	0	1	4	1	1	34	3	30	11	52
mmu-mir-3473e MI0022357	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-6991 MI0022839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1188 MI0006290	2	1	0	0	0	1	2	1	1	0	1	0	0	0	0
mmu-mir-208a MI0000555	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
mmu-mir-654 MI0005520	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1298 MI0004300	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
mmu-let-7c-1 MI0000559	9287	8907	7425	6978	7825	5085	6975	7724	8539	6484	12831	7914	10163	9129	15319
mmu-mir-146b MI0004665	875	681	524	429	516	236	250	507	393	296	1159	633	812	589	1330
mmu-mir-669l MI0009942	1	1	1	0	2	0	1	0	0	0	1	0	0	0	4
mmu-mir-499 MI0004676	142	358	290	276	195	25	48	96	115	77	589	125	396	492	359
mmu-mir-7225 MI0023720	38	21	8	46	41	193	100	85	113	141	10	26	17	15	1
mmu-mir-6911 MI0022758	3	1	1	1	2	1	1	0	0	2	2	0	0	2	0
mmu-mir-1946b MI0009967	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-6964 MI0022811	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0
mmu-mir-466d MI0005546	0	0	1	0	5	0	1	0	0	0	3	0	1	1	3
mmu-mir-7661 MI0025001	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0
mmu-mir-9768 MI0031120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-6912 MI0022759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3618 MI0030345	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
mmu-mir-758 MI0004129	18	11	11	5	14	13	11	16	16	18	29	14	29	19	31
mmu-mir-1187 MI0006285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7005 MI0022854	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6941 MI0022788	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-351 MI0000643	1068	854	700	417	699	363	432	891	583	764	1236	794	1188	958	1270
mmu-mir-511 MI0005554	8	5	5	4	3	0	0	7	2	3	15	3	5	6	13
mmu-mir-1197 MI0006305	2	15	17	19	18	0	2	4	0	1	26	5	22	37	28
mmu-mir-380 MI0000797	432	683	523	362	481	145	101	348	245	222	1023	410	761	793	897
mmu-mir-8104 MI0026034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1906-1 MI0008321_>mmu-mir-1906-2 MI0015984	0	1	0	1	0	0	0	6	1	1	0	1	1	0	0
mmu-mir-10a MI0000685	4579	3794	2913	2525	3070	2166	1556	3551	1980	2119	4397	4140	4327	4043	4342
mmu-mir-181b-1 MI0000723	503	688	507	548	550	160	140	342	234	161	1028	460	758	749	969
mmu-mir-615 MI0005004	82	92	72	70	76	136	161	191	145	205	149	82	100	116	78
mmu-mir-3572 MI0018037	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0
mmu-mir-7085 MI0022935	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-7226 MI0023721	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-496a MI0004589	67	116	65	80	89	20	13	46	9	37	149	35	146	116	107
mmu-mir-6925 MI0022772	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
mmu-mir-16-2 MI0000566	336	799	599	619	731	37	36	138	74	35	1106	278	808	910	1351
mmu-mir-1271 MI0039503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3471-1 MI0014699	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
mmu-mir-1970b MI0040628	3	0	1	5	1	1	0	2	0	1	0	2	0	2	1
mmu-mir-365-2 MI0001645	59	147	162	108	179	27	20	37	17	25	198	81	223	193	300
mmu-mir-1843b MI0016971	219	167	122	107	139	191	184	289	217	209	242	176	173	164	189
mmu-mir-582 MI0006127	13	10	13	5	2	1	1	2	1	3	11	5	11	13	11
mmu-mir-17 MI0000687	156	453	344	259	333	20	8	59	19	21	579	126	457	500	641
mmu-mir-7018 MI0022867	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-181c MI0000724	27	94	81	70	119	8	12	11	10	12	128	21	115	112	111
mmu-mir-200b MI0000243	3	5	1	5	5	1	1	4	3	1	3	1	4	2	17
mmu-mir-7071 MI0022921	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-186 MI0000228	233	479	342	356	440	50	27	145	64	60	648	159	596	617	564
mmu-mir-547 MI0003523	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-mir-3076 MI0014039	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-mir-3059 MI0004412	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
mmu-mir-146a MI0000170	1267	1187	940	866	749	287	297	607	342	300	1591	1008	975	1031	1982
mmu-mir-1b MI0006283	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
mmu-mir-1970c MI0040652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-703 MI0004687	2	0	1	3	2	3	7	5	2	1	3	1	1	6	0
mmu-mir-10b MI0000221	7997	7648	5688	5421	6197	3276	2575	6020	4242	3691	8852	7040	9547	8061	11539
mmu-mir-3084-1 MI0014047_>mmu-mir-3084-2 MI0020958	2	4	1	4	6	1	1	2	1	1	2	0	1	1	3
mmu-mir-181a-2 MI0000223	2980	4252	3056	3135	4006	1028	1079	2241	1401	1239	5136	2178	4708	4397	5695
mmu-mir-1943 MI0009932	6	6	4	3	4	8	7	6	6	10	7	4	4	6	5
mmu-mir-7212 MI0023707	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
mmu-mir-32 MI0000691	23	58	36	52	32	0	0	8	9	3	91	14	58	35	82
mmu-let-7c-2 MI0000560	9351	9006	7514	7077	7910	5100	6983	7755	8561	6503	12962	7987	10280	9282	15445
mmu-mir-7675 MI0025016	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
mmu-mir-5620 MI0019188	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-7689 MI0025042	9	4	10	6	16	2	1	11	2	2	18	5	9	11	11
mmu-mir-505 MI0004706	2	3	2	2	4	2	1	0	1	0	2	0	5	2	4
mmu-mir-719 MI0004651	2	0	0	0	2	2	1	0	1	1	0	1	0	1	0
mmu-mir-6906 MI0022753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-300 MI0000400	2639	2872	2275	1686	3285	560	517	2807	1638	1826	4487	1646	3837	3603	3852
mmu-mir-678 MI0004635	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7g MI0000137	19506	17420	15725	13429	10413	5193	6354	12830	7864	6231	25003	18742	24382	17496	26421
mmu-mir-24-1 MI0000231	5109	9216	6635	5442	8367	1946	2353	4782	2793	2817	12656	4416	9358	9107	10265
mmu-mir-9-3 MI0000721	20	9	16	11	26	2	2	12	1	2	21	13	35	20	55
mmu-mir-135b MI0000646	4	5	4	3	2	0	2	1	0	1	5	3	1	13	10
mmu-mir-1898 MI0008324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-216b MI0004126	0	1	2	0	1	0	0	0	0	1	0	0	0	3	1
mmu-mir-467d MI0005513	2	3	5	2	3	2	2	0	0	1	6	5	4	3	11
mmu-mir-369 MI0003535	371	811	800	646	475	59	54	289	91	64	1343	384	1353	1335	1226
mmu-mir-6922 MI0022769	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-6940 MI0022787	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
mmu-mir-7211 MI0023706	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
mmu-mir-297c MI0005492	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2
mmu-mir-3072 MI0014035	11	13	7	4	22	6	5	7	3	1	23	5	35	12	23
mmu-mir-696 MI0004677	3	7	1	56	19	4	12	9	11	9	5	2	4	8	3
mmu-mir-6240 MI0021587	28	37	18	128	155	45	120	52	43	93	26	30	10	27	22
mmu-mir-345 MI0000632	41	60	38	40	74	10	6	23	13	12	72	38	62	60	74
mmu-mir-124-3 MI0000150	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1
mmu-mir-8118 MI0026050	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-8091 MI0026018	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
mmu-mir-7004 MI0022853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-489 MI0003476	1	5	4	1	1	0	0	1	1	0	8	1	3	1	6
mmu-mir-5133 MI0018045	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-106a MI0000406	0	2	2	5	4	0	1	0	0	1	4	0	6	0	11
mmu-mir-181a-1 MI0000697	2894	4185	3013	3102	3968	972	1042	2163	1337	1170	5058	2104	4650	4363	5657
mmu-mir-671 MI0004133	29	24	25	17	27	44	33	44	43	68	45	26	31	40	30
mmu-mir-322 MI0000590	1166	1353	1005	622	628	456	428	909	446	682	1485	912	1273	1184	1354
mmu-mir-421 MI0005496	10	17	9	13	19	2	0	18	3	2	18	7	25	19	25
mmu-mir-698 MI0004682	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7013 MI0022862	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
mmu-mir-3473d MI0018033	0	1	0	1	1	1	1	0	0	0	2	0	1	0	0
mmu-mir-6973b MI0022851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-466m MI0014050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-16-1 MI0000565	376	830	634	647	801	45	41	159	89	46	1181	289	868	952	1406
mmu-mir-669o MI0009945	3	2	4	2	2	0	0	0	1	0	5	2	1	3	12
mmu-mir-30e MI0000259	2598	5577	4997	4577	4568	281	210	925	435	335	8096	2236	5978	6362	5510
mmu-mir-223 MI0000703	13	12	7	6	11	6	5	6	19	1	17	18	23	17	25
mmu-mir-297a-1 MI0000395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmu-mir-1931 MI0009920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-122 MI0000256	13	52	4	5	94	13	16	67	10	101	0	1	1	0	7
mmu-mir-34b MI0000404	3	7	1	4	6	2	2	3	1	1	10	2	6	6	6
mmu-mir-5128 MI0018040	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7i MI0000138	25054	14492	11543	10352	12091	10437	11683	21954	20281	13790	21983	23368	18038	14249	21797
mmu-mir-7673 MI0025013	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
mmu-mir-140 MI0000165	803	670	500	433	752	78	75	273	138	142	1056	576	914	646	1026
mmu-let-7f-1 MI0000562	22394	19140	17646	17171	9983	15429	20025	22551	32563	19822	29230	20574	24870	18708	31617
mmu-mir-216a MI0000699	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-26b MI0000575	3188	4543	3768	3621	3107	472	755	1574	946	686	6307	2616	6877	5823	6166
mmu-mir-1224 MI0004118	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
mmu-mir-126b MI0025035	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6954 MI0022801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-7213 MI0023708	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0
mmu-mir-1969 MI0009966	1	1	1	2	0	3	1	4	2	3	0	3	0	2	3
mmu-mir-344f MI0014098	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-466a MI0002401	1	1	3	1	5	0	1	0	1	0	6	0	3	1	6
mmu-mir-701 MI0004685	0	4	2	5	4	0	0	0	0	0	3	3	4	8	3
mmu-mir-7677 MI0025022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-374b MI0004125	160	210	148	136	172	13	19	55	24	23	294	85	228	223	398
mmu-mir-494 MI0003532	736	1056	958	721	531	85	65	472	126	181	1409	667	1273	1220	1166
mmu-mir-1306 MI0009935	4	4	4	6	6	3	4	8	5	3	5	6	5	4	10
mmu-mir-341 MI0000625	494	676	615	530	789	56	49	335	202	192	1109	291	910	690	767
mmu-mir-5135 MI0018047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-130b MI0000408	7	6	6	4	5	9	6	8	16	9	8	8	13	6	9
mmu-mir-452 MI0001734	8	11	4	4	0	2	0	4	1	3	17	6	8	4	9
mmu-mir-151 MI0000173	840	490	364	295	474	1584	1454	967	1258	1027	734	719	498	538	538
mmu-mir-6539 MI0022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-450a-1 MI0001653	354	1120	1021	953	911	84	86	208	160	123	1825	284	1581	1318	1506
mmu-mir-219a-2 MI0000741	0	4	2	1	1	0	0	0	0	0	4	0	1	1	0
mmu-mir-8116 MI0026048	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0
mmu-mir-103-1 MI0000587	1430	1757	1413	1115	967	234	262	652	328	291	2265	1100	2247	1643	2804
mmu-mir-329 MI0000605	1307	1280	1039	699	1125	325	312	1355	403	549	1769	1110	1735	1689	1515
mmu-mir-466o MI0014052	0	0	2	0	0	0	0	0	0	0	2	0	2	1	2
mmu-mir-653 MI0005557	183	150	183	94	92	23	16	63	30	27	239	103	200	229	284
mmu-mir-1a-1 MI0000139	1640732	1376714	1337418	999027	373165	268748	238631	626472	445447	345966	1708723	1279278	1740123	1490537	1495578
mmu-mir-181b-2 MI0000823	511	727	534	574	582	153	137	348	231	159	1065	469	797	793	1002
mmu-mir-324 MI0000595	12	19	10	8	19	1	0	4	1	1	11	7	31	16	13
mmu-mir-15a MI0000564	5	20	14	16	15	3	3	2	3	0	28	7	22	20	24
mmu-mir-5122 MI0018031	0	0	0	1	0	2	2	0	0	1	3	0	0	0	2
mmu-mir-466g MI0005510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-9-2 MI0000157	20	9	16	11	26	2	2	12	1	2	21	13	35	20	55
mmu-mir-129-1 MI0000222	7	4	2	4	5	21	5	20	17	7	10	7	12	3	6
mmu-mir-3061 MI0014023	5	1	4	0	1	1	0	4	0	2	8	0	1	3	1
mmu-mir-692-2 MI0004661_>mmu-mir-692-3 MI0023541	1	2	0	4	0	1	0	2	2	7	0	2	0	0	0
mmu-mir-344-2 MI0005495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-381 MI0000798	68	81	70	40	111	22	25	46	39	29	118	65	122	106	129
mmu-mir-125a MI0000151	1184	1670	1369	1140	1484	513	630	1026	587	838	2228	898	2054	2146	2159
mmu-mir-1933 MI0009922	1	0	1	1	6	1	5	5	0	3	10	1	1	1	0
mmu-mir-7680 MI0025025	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
mmu-mir-99a MI0000146	11818	8698	7341	8388	10907	6985	8108	14433	13288	8162	17818	11546	15033	10562	15106
mmu-mir-148a MI0000550	29473	11873	8820	10401	11981	14000	11603	22028	32507	16610	20720	22791	16684	12210	19588
mmu-mir-6944 MI0022791	4	6	5	1	10	5	7	6	12	16	4	3	2	1	6
mmu-mir-429 MI0001642	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
mmu-mir-1839 MI0009991	619	511	380	320	279	201	182	443	308	241	760	555	600	554	664
mmu-mir-6935 MI0022782	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
mmu-mir-6902 MI0022749	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-7024 MI0022873	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-467b MI0004671	27	14	8	9	27	2	1	14	6	2	33	15	16	20	63
mmu-mir-137 MI0000163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mmu-mir-455 MI0004679	48	106	75	72	49	11	15	42	16	13	122	26	106	87	102
mmu-mir-3094 MI0014087	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
mmu-mir-30a MI0000144	14012	16707	13700	10899	11813	2518	1988	6627	3729	3484	23075	12580	17609	16813	19647
mmu-mir-466q MI0018032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-196a-2 MI0000553	614	779	627	471	515	180	330	449	477	227	1166	587	894	760	1364
mmu-mir-7061 MI0022910	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0
mmu-mir-1903 MI0008317	0	0	0	0	1	1	0	3	1	1	2	0	0	0	1
mmu-mir-467a-2 MI0014053_>mmu-mir-467a-4 MI0014059_>mmu-mir-467a-5 MI0014062_>mmu-mir-467a-7 MI0014069_>mmu-mir-467a-8 MI0014072_>mmu-mir-467a-9 MI0014074	27	15	13	10	28	4	2	14	6	3	34	15	18	22	70
mmu-mir-410 MI0001161	9	17	12	14	14	3	3	9	4	1	26	5	15	25	24
mmu-mir-6990 MI0022838	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-mir-8107 MI0026038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6399 MI0021935	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-12195 MI0040639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-296 MI0000394	11	18	5	8	8	6	11	16	19	14	26	10	19	14	22
mmu-mir-7658 MI0024998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-145a MI0000169	2702	2250	1627	1564	3287	275	313	788	278	325	3038	1560	3713	3380	3247
mmu-mir-7054 MI0022903	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-466f-3 MI0005509	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
mmu-mir-3473g MI0026054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7e MI0000561	470	447	401	351	515	301	404	374	371	395	742	422	537	553	703
mmu-mir-7664 MI0025004	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mmu-mir-196b MI0001151	329	519	339	351	435	87	124	213	227	105	779	244	642	593	821
mmu-mir-8097 MI0026025	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
mmu-mir-27a MI0000578	1404	3001	2212	2011	3074	382	330	965	666	606	4745	1292	3142	3347	3255
mmu-mir-193b MI0005484	20	23	10	10	39	5	8	10	6	4	35	12	36	16	68
mmu-mir-7079 MI0022929	2	1	0	0	0	0	1	0	2	0	2	2	0	0	0
mmu-mir-23b MI0000141	353	416	332	277	540	98	143	195	218	80	602	310	752	503	601
mmu-mir-144 MI0000168	47	83	65	103	100	0	0	9	3	8	204	26	57	83	113
mmu-mir-6540 MI0022356	5	0	1	0	0	0	0	6	1	3	4	1	1	1	1
mmu-mir-7679 MI0025024	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
mmu-mir-7008 MI0022857	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-19b-1 MI0000718	44	133	148	114	31	0	0	7	3	2	190	44	97	193	237
mmu-mir-466c-1 MI0005505	3	2	6	2	5	0	4	0	1	0	9	0	5	2	15
mmu-mir-690 MI0004658	37	33	27	139	93	74	68	102	65	90	30	26	13	15	11
mmu-mir-3087 MI0014080	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-mir-3070-2 MI0014033	0	0	0	1	0	1	2	1	2	1	0	0	2	0	0
mmu-mir-6899 MI0022746	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0
mmu-mir-669m-1 MI0009943	1	1	1	3	3	0	0	0	0	0	3	0	0	0	3
mmu-mir-6988 MI0022836	1	2	0	1	0	1	1	1	2	3	1	0	0	0	1
mmu-mir-376a MI0000793	54	235	170	161	243	5	9	53	11	14	405	49	252	274	279
mmu-mir-7022 MI0022871	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-6967-1 MI0022815_>mmu-mir-6967-2 MI0031752	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7231 MI0023726	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-3470a MI0014696	4	1	2	20	16	10	12	4	8	15	2	8	6	5	1
mmu-mir-873a MI0005550	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-9718 MI0030982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6958 MI0022805	1	2	0	1	1	3	5	4	2	2	2	0	3	0	1
mmu-mir-376c MI0003533	14	21	14	16	10	0	1	7	2	1	23	13	22	39	20
mmu-mir-8100 MI0026029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmu-mir-431 MI0001524	17	25	14	15	22	17	13	12	7	22	29	14	14	23	14
mmu-mir-7029 MI0022878	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-674 MI0004611	22	24	16	8	12	9	12	10	8	17	35	20	24	20	29
mmu-mir-714 MI0004699	8	10	10	82	20	9	70	23	33	8	18	8	10	4	0
mmu-mir-7059 MI0022908	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
mmu-mir-3083b MI0040630	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-3081 MI0014044	12	4	4	4	4	5	2	6	11	8	10	7	9	4	4
mmu-mir-487b MI0003534	116	316	225	185	217	25	36	89	45	43	378	125	331	316	381
mmu-mir-20a MI0000568	267	806	643	464	482	14	25	81	40	28	1034	193	891	811	1265
mmu-mir-3065 MI0014027	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
mmu-mir-206 MI0000249	32874	26911	18273	15262	24185	44986	59878	44967	68398	56270	36931	30962	26075	25053	47455
mmu-mir-1938 MI0009927	1	1	0	2	2	0	2	1	5	2	0	2	1	0	0
mmu-mir-12188 MI0040629	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-183 MI0000225	11	5	2	6	14	13	19	15	30	21	13	5	24	9	46
mmu-mir-8114 MI0026046	26	27	9	11	25	43	36	20	41	144	16	19	9	11	17
mmu-mir-467a-3 MI0014056_>mmu-mir-467a-6 MI0014065_>mmu-mir-467a-10 MI0014076	27	15	13	10	28	4	2	14	6	3	34	15	18	22	70
mmu-mir-466e MI0005506	1	1	5	1	5	0	1	0	1	0	8	0	4	2	8
mmu-mir-193a MI0000235	20	22	22	19	10	11	16	12	12	11	33	29	17	31	34
mmu-mir-5623 MI0019191	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5099 MI0018007	5	0	0	1	0	1	2	1	3	2	4	2	0	1	0
mmu-mir-1249 MI0004132	0	0	0	0	3	0	0	0	0	0	1	0	0	2	1
mmu-mir-669f MI0006287	0	0	1	0	2	0	0	0	0	0	2	0	1	0	4
mmu-mir-133b MI0000821	1314	1896	1563	1561	3333	92	93	406	147	143	2860	753	2539	2750	2478
mmu-mir-344d-3 MI0004227	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-mir-466b-3 MI0005504	1	1	4	0	0	0	0	0	0	0	4	0	3	1	4
mmu-mir-5615-1 MI0019181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-6928 MI0022775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-7653 MI0024993	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
mmu-mir-485 MI0003492	319	278	209	176	253	459	557	487	442	587	404	272	321	385	268
mmu-mir-361 MI0000761	230	263	239	140	235	104	88	176	105	97	382	200	336	368	350
mmu-mir-3099 MI0004485	8	3	2	1	3	3	2	2	4	5	2	5	1	4	6
mmu-mir-879 MI0005472	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
mmu-mir-5131 MI0018043	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-338 MI0000619	80	72	68	65	113	24	77	70	65	66	142	64	188	106	308
mmu-mir-6951 MI0022798	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
mmu-mir-221 MI0000709	107	148	116	110	143	14	18	50	19	10	233	108	244	173	188
mmu-mir-9-1 MI0000720	20	9	16	11	26	2	2	12	1	2	21	13	35	20	55
mmu-mir-1983 MI0009990	14	27	15	24	23	7	2	25	5	8	27	28	26	35	28
mmu-mir-376b MI0001162	267	315	257	272	354	49	85	220	106	90	481	200	343	435	376
mmu-mir-7091 MI0022941	5	1	1	2	1	0	4	3	2	9	4	3	0	1	4
mmu-mir-7117 MI0022968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-1981 MI0009992	43	41	16	19	31	139	174	90	147	88	41	47	33	23	39
mmu-mir-3079 MI0014042	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-1194 MI0006299	3	0	0	0	3	9	1	2	1	3	1	0	1	0	0
mmu-mir-6896 MI0022743	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
mmu-mir-8111 MI0026043	1	1	0	1	2	3	3	0	6	2	0	3	0	3	1
mmu-mir-297a-3 MI0005488	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3
mmu-mir-208b MI0005552	5	14	2	8	12	0	1	2	2	0	20	2	11	20	12
mmu-mir-5098 MI0018006	3	0	1	5	6	4	5	4	2	3	1	1	0	0	1
mmu-mir-302b MI0003716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7236 MI0023731	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
