	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-mir-683-1 MI0004646_>mmu-mir-683-2 MI0010690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6905 MI0022752	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-874 MI0005479	3	7	5	7	3	1	3	5	1	1	19	8	15	20	10
mmu-mir-138-2 MI0000164	4	9	13	5	30	0	1	4	1	1	34	3	28	11	53
mmu-mir-132 MI0000158	8	9	7	17	12	2	4	12	2	1	19	8	16	15	21
mmu-mir-141 MI0000166	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
mmu-mir-3473b MI0016997	2	2	0	2	1	1	3	0	0	2	1	1	2	1	0
mmu-mir-1668 MI0026040	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-1930 MI0009919	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-679 MI0004638	45	39	33	20	29	28	32	79	63	53	45	41	23	37	40
mmu-mir-6481 MI0022051	1	2	2	0	3	0	0	2	0	0	1	0	1	0	0
mmu-mir-7010 MI0022859	1	1	1	1	1	1	1	0	0	2	3	1	1	2	0
mmu-mir-7685 MI0025036	1	0	0	0	0	0	2	0	1	0	2	0	0	2	0
mmu-mir-6914 MI0022761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7051 MI0022900	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3074-1 MI0014037	2	1	4	3	5	3	1	4	0	1	6	2	6	2	6
mmu-mir-200a MI0000554	3	1	5	2	4	0	2	1	3	0	3	0	5	0	20
mmu-mir-6932 MI0022779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-344g MI0014097	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-669p-1 MI0014064_>mmu-mir-669p-2 MI0014071	6	1	1	6	2	2	1	2	1	1	6	4	3	4	16
mmu-mir-3472 MI0014704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5132 MI0018044	0	0	1	0	0	1	2	0	1	0	0	0	2	0	0
mmu-mir-8108 MI0026039	0	0	0	0	0	0	1	2	0	5	0	0	1	0	0
mmu-mir-466p MI0014078	1	1	3	1	5	0	1	0	1	0	5	0	3	1	6
mmu-mir-337 MI0000615	2377	2842	2500	1894	2432	974	993	2822	1054	1255	4101	2277	3509	3348	3059
mmu-mir-342 MI0000627	6	3	1	1	3	3	11	5	9	5	2	5	4	7	9
mmu-mir-6950 MI0022797	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
mmu-mir-190b MI0005478	1	6	4	4	9	0	0	0	1	4	7	3	7	1	1
mmu-mir-20b MI0003536	0	5	9	2	2	0	0	0	2	0	6	0	4	5	32
mmu-mir-30b MI0000145	62	39	31	23	53	27	46	46	32	40	62	41	44	59	68
mmu-mir-3064 MI0014026	1	0	0	3	1	2	1	2	1	1	2	0	1	0	2
mmu-mir-5107 MI0018016	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
mmu-mir-362 MI0000763	67	148	143	90	118	2	2	22	3	3	244	51	181	164	206
mmu-mir-378b MI0016973	26	32	22	21	11	3	7	20	6	11	50	18	29	29	12
mmu-mir-6921 MI0022768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7669 MI0025009	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0
mmu-mir-673 MI0004601	376	263	230	143	187	582	585	695	593	791	407	350	288	301	308
mmu-mir-92b MI0005521	2	1	1	0	0	0	3	0	0	0	0	1	1	0	2
mmu-mir-664 MI0012531	25	19	12	12	18	19	20	16	14	16	19	18	16	39	20
mmu-mir-7014 MI0022863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-8094 MI0026021	1	2	2	5	0	6	7	8	1	2	1	1	2	0	1
mmu-mir-7674 MI0025015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-6934 MI0022781	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-6962 MI0022809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-7021 MI0022870	1	3	1	0	0	0	0	1	0	2	1	2	2	0	0
mmu-mir-7687 MI0025039	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
mmu-mir-210 MI0000695	8	23	23	27	43	4	0	6	3	2	66	4	48	26	49
mmu-mir-465a MI0002400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-30c-2 MI0000548	8635	14344	12273	9396	10339	1570	1202	6089	2370	2320	19967	7953	15377	18399	14696
mmu-mir-5114 MI0018023	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
mmu-mir-24-2 MI0000572	5362	9721	7058	5834	9052	2000	2394	4953	2916	2913	13501	4670	9902	9645	10853
mmu-mir-139 MI0000693	25	22	14	16	15	34	24	24	21	31	19	23	25	33	30
mmu-mir-423 MI0004637	608	521	479	314	399	399	409	545	385	500	758	506	672	573	640
mmu-mir-6980 MI0022828	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-135a-1 MI0000161	0	1	1	2	7	0	0	1	1	0	3	1	14	9	10
mmu-mir-3082 MI0014045	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
mmu-mir-299a MI0000399	854	1702	1432	1115	1572	109	83	448	215	211	2427	540	2119	2316	1901
mmu-mir-136 MI0000162	2470	2972	2580	2560	3070	532	537	1768	1175	864	5971	1950	3464	3167	3047
mmu-mir-770 MI0004203	19	9	12	2	6	83	68	56	93	95	20	19	11	13	14
mmu-mir-182 MI0000224	18	14	10	7	10	11	23	24	41	43	15	17	42	8	109
mmu-mir-466f-2 MI0005508	3	1	0	1	0	0	1	0	0	0	1	0	0	0	1
mmu-mir-3474 MI0014707	0	0	1	0	2	2	1	1	1	1	1	1	1	0	0
mmu-mir-340 MI0000623	408	673	567	538	419	58	60	205	131	137	1068	396	851	736	1081
mmu-mir-466b-2 MI0005503	1	1	5	1	5	0	1	0	1	0	8	0	5	2	8
mmu-mir-107 MI0000684	184	257	175	150	159	29	30	94	22	32	287	134	342	247	382
mmu-mir-467a-1 MI0002402	27	15	13	10	28	4	2	14	6	3	34	15	18	22	70
mmu-mir-872 MI0005549	154	211	161	212	187	22	24	97	53	23	348	115	282	250	370
mmu-mir-7007 MI0022856	0	0	0	1	2	1	0	0	0	0	1	0	1	0	0
mmu-mir-382 MI0000799	843	921	867	592	478	251	344	726	451	403	1189	712	1173	977	1116
mmu-mir-331 MI0000609	3	2	6	2	5	0	0	0	0	0	7	1	6	6	2
mmu-mir-409 MI0001160	1058	1191	903	668	911	317	331	892	342	441	1556	861	1597	1354	1357
mmu-mir-466k MI0006292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5130 MI0018042	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
mmu-mir-5129 MI0018041	1	0	0	3	1	2	1	2	1	3	4	0	1	1	1
mmu-mir-6952 MI0022799	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
mmu-mir-5710 MI0019319	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-34c MI0000403	27	31	32	44	63	0	2	12	7	2	89	15	55	42	68
mmu-mir-34a MI0000584	8	11	8	15	28	0	0	0	1	0	33	5	25	30	44
mmu-mir-29b-1 MI0000143	6	29	16	16	19	2	1	4	1	2	29	8	23	29	20
mmu-mir-184 MI0000226	3	2	2	1	0	3	1	1	8	4	2	1	0	1	1
mmu-mir-7060 MI0022909	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-3060 MI0014022	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
mmu-mir-92a-1 MI0000719	96	84	66	70	71	29	39	109	61	63	151	84	119	98	186
mmu-mir-682 MI0004644	1	2	5	5	6	1	4	3	8	2	3	4	0	1	1
mmu-mir-205 MI0000248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-449c MI0004645	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
mmu-mir-1932 MI0009921	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-3057 MI0014020	6	1	2	2	3	3	4	8	2	4	4	6	3	11	5
mmu-mir-466c-2 MI0014057_>mmu-mir-466c-3 MI0031753	3	2	6	2	5	0	4	0	1	0	9	0	5	2	15
mmu-mir-7652 MI0024992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-425 MI0001447	71	73	80	71	115	15	15	29	18	14	110	55	96	99	133
mmu-mir-339 MI0000621	45	119	91	83	102	3	6	26	13	16	171	37	131	164	152
mmu-mir-8106 MI0026037	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5615-2 MI0019182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-1941 MI0009930	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2
mmu-mir-543 MI0003519	237	232	233	194	184	252	263	411	352	296	457	288	401	367	246
mmu-mir-667 MI0004196	13	16	7	10	12	15	25	43	35	23	24	15	18	25	11
mmu-mir-5103 MI0018011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3066 MI0014028	0	1	1	2	0	0	1	2	1	0	3	3	0	1	1
mmu-mir-5136 MI0018048	0	0	1	0	0	1	2	5	0	0	0	0	2	1	1
mmu-mir-1968 MI0009965	2	2	1	4	3	1	1	2	1	0	8	5	0	8	3
mmu-let-7j MI0021908	0	0	0	1	0	0	0	1	2	4	1	5	1	0	3
mmu-mir-8115 MI0026047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6238 MI0021585	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-222 MI0000710	28	55	43	28	50	25	33	25	10	15	82	37	63	60	79
mmu-mir-143 MI0000257	31260	36176	24972	24472	42430	13293	11368	24163	17576	17843	57055	36222	47779	40622	42938
mmu-mir-1192 MI0006297	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mmu-mir-152 MI0000174	2395	2825	2132	1886	1861	320	322	839	782	486	3977	1724	3658	2796	4449
mmu-mir-26a-1 MI0000573	38085	38782	30494	28436	31996	10365	12051	28168	14688	14529	50942	28673	49161	43707	49976
mmu-mir-486a MI0003493	8512	7142	5884	4223	6610	5035	5566	6358	6012	5532	12919	8713	8343	7532	9506
mmu-mir-8098 MI0026026	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0
mmu-mir-3473f MI0026016	2	1	1	2	1	2	2	3	0	1	3	1	2	1	1
mmu-mir-7067 MI0022916	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmu-mir-8101 MI0026031	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
mmu-mir-669m-2 MI0009944	1	1	1	3	3	0	0	0	0	0	3	0	0	0	3
mmu-mir-495 MI0004639	186	215	167	158	176	121	125	169	112	136	328	175	253	247	181
mmu-mir-7665 MI0025005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7030 MI0022879	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3070-1 MI0014032	0	0	0	1	1	2	0	0	2	0	0	0	1	0	0
mmu-let-7d MI0000405	3568	4631	4146	3208	3365	2244	3535	4196	3352	3193	6275	3364	5389	5251	6248
mmu-mir-103-2 MI0000588	1436	1761	1418	1116	972	234	262	654	327	291	2274	1107	2251	1650	2809
mmu-mir-96 MI0000583	1	3	2	0	6	0	0	1	0	0	2	0	5	0	3
mmu-mir-133a-2 MI0000820	4335	8832	8225	6357	7664	327	316	1644	482	439	11825	3011	10506	10916	10631
mmu-mir-6898 MI0022745	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-mir-3086 MI0014049	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0
mmu-mir-323 MI0000592	43	66	40	40	31	18	19	46	17	24	73	34	99	68	67
mmu-mir-215 MI0000974	0	0	0	0	1	0	0	0	1	0	0	0	0	1	6
mmu-mir-5123 MI0018034	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0
mmu-mir-532 MI0003206	339	312	228	184	313	74	75	202	98	102	387	254	350	296	460
mmu-mir-5116 MI0018025	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-191 MI0000233	2502	3387	2798	2063	2293	713	866	1695	860	940	3947	1948	3428	3812	4498
mmu-mir-6907 MI0022754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-22 MI0000570	693	1053	928	956	1102	127	165	395	212	176	1449	578	1196	1228	840
mmu-mir-6901 MI0022748	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
mmu-mir-1291 MI0026023	45	51	28	68	92	36	26	56	35	63	63	22	42	35	53
mmu-let-7f-2 MI0000563	23327	20002	18402	17877	10394	15814	20593	23370	33375	20342	30498	21384	26221	19709	32854
mmu-mir-6966 MI0022814	0	1	2	0	1	2	1	0	2	3	0	2	0	0	0
mmu-mir-488 MI0004633	3	0	1	6	3	1	0	3	3	1	6	4	4	5	5
mmu-mir-29b-2 MI0000712	13	33	24	24	20	2	2	9	1	1	39	13	28	32	23
mmu-mir-7672 MI0025012	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
mmu-mir-297a-2 MI0000397	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2
mmu-mir-467c MI0005512	0	3	2	1	0	0	0	2	3	0	3	0	4	5	4
mmu-mir-3095 MI0014088	1	0	0	0	2	1	3	0	0	1	0	1	0	0	8
mmu-mir-344d-1 MI0004524	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-mir-1902 MI0008313	2	5	2	4	5	3	6	8	7	14	2	6	0	1	1
mmu-mir-27b MI0000142	11961	11467	8360	7327	10273	1119	1619	4995	2140	1974	15574	9559	16457	11921	17964
mmu-mir-346 MI0000634	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
mmu-mir-700 MI0004684	2	4	1	4	7	3	1	0	4	2	6	2	4	2	9
mmu-mir-375 MI0000792	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1
mmu-mir-450a-2 MI0003537	348	1116	1012	950	912	84	85	206	160	121	1812	285	1571	1312	1495
mmu-mir-6994 MI0022842	2	3	0	0	0	1	2	1	2	1	2	0	1	1	1
mmu-mir-3101 MI0014093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7074 MI0022924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7a-2 MI0000729	756	343	306	320	246	176	261	544	382	469	654	666	501	447	867
mmu-mir-6977 MI0022825	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
mmu-mir-466b-4 MI0014060_>mmu-mir-466b-6 MI0014067	1	1	5	1	5	0	1	0	1	0	8	0	5	2	8
mmu-mir-1928 MI0009917	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-1945 MI0009934	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3058 MI0004418	0	1	3	1	3	0	0	0	0	0	1	0	2	4	4
mmu-mir-1a-2 MI0000652	1640836	1376788	1337502	999123	373222	268756	238641	626512	445462	345978	1708862	1279353	1740210	1490611	1495681
mmu-mir-8120 MI0026052	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
mmu-mir-684-2 MI0004648	1	0	4	7	5	4	4	5	2	4	0	3	1	1	0
mmu-mir-301a MI0000401	8	14	11	14	6	2	2	11	5	3	24	6	19	17	27
mmu-mir-1199 MI0006307	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7082 MI0022932	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmu-mir-1955 MI0009950	2	2	0	0	1	0	0	0	0	0	4	1	1	1	2
mmu-mir-666 MI0004553	295	200	114	81	190	586	429	560	663	830	272	324	160	137	221
mmu-mir-7083 MI0022933	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
mmu-mir-149 MI0000171	261	245	207	153	249	140	156	196	145	139	371	196	249	395	228
mmu-mir-652 MI0004965	53	59	27	27	72	12	11	29	17	10	68	51	62	49	91
mmu-mir-1907 MI0008325	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-7656 MI0024996	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-218-1 MI0000700	96	95	63	72	132	25	42	71	64	33	191	88	158	132	248
mmu-mir-30d MI0000549	12107	10426	8060	6901	8280	8470	5737	11594	8920	9638	13864	10845	11016	11049	11962
mmu-mir-7019 MI0022868	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1954 MI0009949	2	0	1	2	3	3	3	4	2	4	3	0	1	1	1
mmu-mir-365-1 MI0000768	56	146	163	107	175	22	20	31	16	21	195	78	221	188	297
mmu-mir-18a MI0000567	1	13	4	9	12	0	0	1	0	0	7	1	6	13	13
mmu-mir-3102 MI0014099	7	7	8	4	14	1	8	6	8	5	13	1	6	5	9
mmu-mir-6959 MI0022806	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
mmu-mir-19b-2 MI0000546	44	133	148	116	30	0	0	7	3	1	191	44	96	194	237
mmu-mir-7a-1 MI0000728	777	361	316	339	261	182	265	558	386	476	682	682	521	472	892
mmu-mir-3100 MI0014092	1	0	1	1	0	0	0	2	1	0	3	0	0	3	0
mmu-mir-194-2 MI0000733	26	54	52	43	36	3	0	10	5	3	77	19	69	72	77
mmu-mir-6976 MI0022824	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
mmu-mir-669d MI0006281	1	0	1	2	2	0	0	1	0	0	1	0	0	2	0
mmu-mir-546 MI0003517	0	0	0	2	3	0	7	1	2	6	0	1	1	2	0
mmu-mir-684-1 MI0004647	1	1	5	9	4	4	3	5	2	3	0	3	2	1	0
mmu-mir-491 MI0004680	2	3	2	0	1	1	0	1	0	1	2	0	2	1	4
mmu-mir-377 MI0000794	94	258	234	185	224	16	13	61	20	41	382	61	335	397	267
mmu-mir-378d MI0021951	10	8	6	3	3	1	0	5	2	7	10	5	6	11	8
mmu-mir-130a MI0000156	1	1	2	1	3	0	2	0	0	0	6	0	3	2	3
mmu-mir-5616 MI0019184	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-3078 MI0014041	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mmu-mir-574 MI0005518	12	16	15	19	18	1	8	8	4	6	23	5	18	27	38
mmu-mir-218-2 MI0000701	111	112	76	82	145	39	59	94	87	54	211	109	174	146	279
mmu-mir-7237 MI0023732	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
mmu-mir-5100 MI0018008	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-680-2 MI0004641	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-1927 MI0009914	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-7046 MI0022895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-12181 MI0040619	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
mmu-mir-877 MI0005553	11	3	6	2	3	16	20	15	7	7	5	7	3	6	7
mmu-mir-6516 MI0022266	2	8	5	9	8	5	5	12	4	5	4	3	4	3	5
mmu-mir-187 MI0000229	3	2	3	2	8	0	0	0	2	1	4	2	3	8	4
mmu-mir-7655 MI0024995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-195a MI0000237	249	459	310	326	323	84	69	131	64	55	613	211	402	514	516
mmu-mir-6938 MI0022785	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-7017 MI0022866	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0
mmu-mir-302d MI0003718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-344-1 MI0000630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6900 MI0022747	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0
mmu-mir-6975 MI0022823	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3077 MI0014040	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-mir-7657 MI0024997	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-7238 MI0023733	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-mir-5621 MI0019189	1	1	1	2	0	0	0	0	1	0	2	0	0	2	1
mmu-mir-3112 MI0014109	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-320 MI0000704	320	277	204	168	144	346	434	348	308	335	433	277	326	358	426
mmu-mir-101b MI0000649	1386	1943	1645	1238	855	132	113	572	371	246	3185	1144	2041	1675	2112
mmu-mir-31 MI0000579	0	0	0	0	1	0	0	0	0	0	5	0	2	0	2
mmu-mir-26a-2 MI0000706	38106	38794	30518	28449	32010	10371	12056	28176	14697	14542	50967	28684	49183	43725	49995
mmu-mir-592 MI0004127	6	7	9	9	4	0	0	0	0	1	12	7	7	13	5
mmu-mir-3544 MI0019179	0	3	1	0	1	1	3	0	2	0	1	0	0	4	4
mmu-mir-379 MI0000796	12154	9397	7385	5361	6564	7251	5846	12841	12441	10449	14864	10264	10559	9884	12815
mmu-mir-466b-8 MI0014112	1	1	5	1	5	0	1	0	1	0	8	0	4	2	8
mmu-mir-7073 MI0022923	1	1	1	0	0	4	0	3	0	2	1	1	1	0	0
mmu-mir-7035 MI0022884	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7068 MI0022918	23	0	1	9	4	1	1	6	14	1	1	7	13	3	2
mmu-mir-199a-1 MI0000241	3323	6343	5194	5358	7849	315	367	1776	731	427	12306	2469	10160	8018	11040
mmu-mir-142a MI0000167	119	191	134	146	226	2	16	36	21	9	377	56	201	179	1567
mmu-mir-9769 MI0031121	0	2	1	0	1	0	0	0	0	0	0	1	0	2	1
mmu-mir-1191b MI0025021	7	3	5	5	3	1	2	3	1	0	9	4	3	6	5
mmu-mir-8105 MI0026035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-680-1 MI0004640	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-188 MI0000230	6	10	5	3	11	3	0	2	0	0	12	10	14	8	12
mmu-mir-670 MI0004295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
mmu-mir-23a MI0000571	97	146	138	114	138	19	18	45	16	20	180	110	259	190	220
mmu-mir-1247 MI0004120	1	3	1	1	0	0	1	0	1	0	1	4	2	1	2
mmu-mir-1960 MI0009957	1	1	0	0	2	1	0	1	4	2	3	0	0	4	1
mmu-mir-1198 MI0006306	71	49	35	30	51	159	167	105	145	100	80	72	66	58	72
mmu-mir-3154 MI0030343	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-12191 MI0040633	1	4	1	2	1	0	2	1	1	0	4	3	5	5	6
mmu-mir-1195 MI0006303	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
mmu-mir-451a MI0001730	406	265	139	271	526	33	65	179	55	47	462	132	172	172	370
mmu-mir-124-1 MI0000716	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1
mmu-mir-7048 MI0022897	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-135a-2 MI0000715	0	1	1	2	7	0	0	1	1	0	3	1	14	9	10
mmu-mir-449a MI0001649	2	0	4	0	3	0	0	0	0	0	2	0	0	2	5
mmu-mir-7240 MI0023735	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-668 MI0004134	52	48	40	30	32	27	22	77	25	44	73	49	61	41	62
mmu-mir-5113 MI0018022	0	0	0	1	0	0	1	1	3	0	0	0	0	0	0
mmu-mir-1958 MI0009955	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-335 MI0000817	1054	1562	1287	1135	586	155	105	395	221	197	1884	816	1392	2088	1664
mmu-mir-185 MI0000227	1053	838	609	485	444	826	663	1286	824	1251	1200	1020	914	878	1116
mmu-mir-3110 MI0014107	0	0	1	1	0	0	0	0	0	0	3	0	1	1	1
mmu-mir-325 MI0000597	1	1	0	0	0	1	0	1	0	0	3	0	1	2	2
mmu-mir-384 MI0001146	1	1	2	2	3	0	3	0	0	0	3	0	3	2	3
mmu-mir-470 MI0002405	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
mmu-mir-3109 MI0014106	1	0	0	2	3	0	0	0	0	0	0	0	1	0	0
mmu-mir-7070 MI0022920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1942 MI0009931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1904 MI0008323	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
