	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
 ENSMUSG00000098425	348	157	178	246	529	308	363	555	665	415	218	211	206	145	160
 ENSMUSG00000077602	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ENSMUSG00000077603	1	0	0	3	2	0	1	0	3	1	0	0	0	3	0
 ENSMUSG00000077604	933	2109	1604	1304	1674	354	386	785	235	497	2776	763	1692	2167	2421
 ENSMUSG00000065629	627	342	294	315	674	719	645	943	1114	790	527	486	381	363	373
 ENSMUSG00000065749	359	255	218	190	304	287	260	535	348	468	364	251	324	306	349
 ENSMUSG00000065628	1048	2023	1537	1189	1968	257	389	720	233	340	2636	797	1770	2178	3026
 ENSMUSG00000064410	1	0	0	0	0	0	0	1	0	3	1	0	1	2	1
 ENSMUSG00000064652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000065862	40	33	28	27	55	45	66	46	98	28	40	21	74	11	25
 ENSMUSG00000094831_> ENSMUSG00000094997_> ENSMUSG00000093802	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0
 ENSMUSG00000064776	35	27	12	164	110	37	105	61	92	68	27	29	23	11	25
 ENSMUSG00000064655	68	20	47	158	150	101	95	266	235	255	29	59	71	56	39
 ENSMUSG00000064778	90378	68049	52267	41610	61822	106926	99207	120863	74805	115091	87425	74317	56336	59803	67251
 ENSMUSG00000064899	796	540	393	765	992	691	979	1086	1189	1305	606	730	593	421	900
 ENSMUSG00000095395	14	3	11	28	13	9	9	16	6	22	6	6	6	14	5
 ENSMUSG00000064417	3442	2038	1666	1015	1653	7978	7482	7777	6198	9659	3267	2887	2571	2259	2154
 ENSMUSG00000065870	1521	1060	726	2085	3390	5058	4909	5561	4821	7381	1210	1520	1177	1122	856
 ENSMUSG00000064780	23234	20011	15539	10452	16573	14414	13035	20998	9560	18561	26779	16154	17600	17610	23475
 ENSMUSG00000064540	1271	2175	1582	1314	2071	463	488	1095	466	769	2697	963	1710	2360	3460
 ENSMUSG00000065750	7	12	14	29	32	10	10	16	16	18	6	3	5	6	7
 ENSMUSG00000105911	253	289	269	777	945	265	292	549	355	538	282	283	301	340	281
 ENSMUSG00000077611	2	10	3	27	24	14	18	20	12	19	4	0	4	3	1
 ENSMUSG00000077733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077734	55462	42744	33146	24541	31412	56143	71907	99821	38160	70571	61667	49946	46883	40988	49576
 ENSMUSG00000077614	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077737	6256	8334	6674	5424	7855	1948	2899	5924	1631	3474	10689	4610	6993	8585	11139
 ENSMUSG00000077617	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1
 ENSMUSG00000088735	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000088856	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
 ENSMUSG00000087885	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000064542	38056	33815	25573	20104	34322	15693	16736	34145	13929	21128	44293	29264	33759	30026	46891
 ENSMUSG00000065752	13469	24687	20417	15165	18480	3796	3797	11008	3324	5368	30299	10378	21913	23544	31561
 ENSMUSG00000104827	627	342	294	315	674	719	645	943	1114	790	527	486	381	363	373
 ENSMUSG00000096473	19314	19008	15012	11206	15317	24702	36333	41278	16513	28742	26827	15286	17936	20066	21678
 ENSMUSG00000096231	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
 ENSMUSG00000064665	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ENSMUSG00000064666	4	8	4	15	18	3	2	11	6	8	7	2	9	8	13
 ENSMUSG00000064545	158	185	138	140	166	194	208	470	171	265	510	238	194	216	254
 ENSMUSG00000065878	2274	2888	2120	1542	2510	1004	1340	2205	796	1579	3451	1665	2980	3202	3727
 ENSMUSG00000065757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 ENSMUSG00000065635	371	1017	825	661	715	116	120	301	66	168	1369	335	801	1040	1192
 ENSMUSG00000064427	9	3	13	15	6	0	5	7	3	5	5	8	7	9	4
 ENSMUSG00000065637	38	35	35	34	44	11	39	24	9	20	38	28	59	52	39
 ENSMUSG00000094883	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 ENSMUSG00000065087	103	133	81	164	286	241	342	352	318	553	151	124	147	141	172
 ENSMUSG00000105863	1	1	0	5	2	2	3	0	1	4	1	1	1	5	0
 ENSMUSG00000065089	1	3	4	16	10	3	3	9	4	13	6	4	6	3	4
 ENSMUSG00000095734	1	1	0	0	0	0	1	0	1	0	0	0	2	2	0
 ENSMUSG00000065088	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000094407	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
 ENSMUSG00000095977	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0
 ENSMUSG00000089299	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000077185	51384	31086	23625	18909	32765	47361	43164	67586	34580	53581	43213	38032	29861	28564	40202
 ENSMUSG00000080365	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
 ENSMUSG00000080486	6384	12874	12290	8080	6102	1555	2316	7081	1469	3096	17458	7191	12552	13620	14233
 ENSMUSG00000080364	1	0	2	3	3	1	1	0	2	1	2	1	1	2	0
 ENSMUSG00000093793_> ENSMUSG00000095119	284	705	634	334	528	165	171	383	139	257	867	260	692	718	913
 ENSMUSG00000089161	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
 ENSMUSG00000096811	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 ENSMUSG00000065097	249	288	261	764	929	260	289	543	347	532	274	278	294	336	278
 ENSMUSG00000094516	0	0	1	0	0	0	3	0	3	1	1	0	2	0	0
 ENSMUSG00000088197	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000065094	41	87	57	63	86	19	22	67	29	37	94	40	103	108	295
 ENSMUSG00000080352	346	489	386	279	382	115	185	332	159	310	683	281	446	572	590
 ENSMUSG00000077197	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ENSMUSG00000077199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000080478	12	12	4	35	39	28	26	36	34	23	5	10	12	11	6
 ENSMUSG00000077191	665	636	405	421	621	419	321	841	355	554	885	614	482	507	510
 ENSMUSG00000077192	14	8	3	16	7	8	6	22	11	16	8	5	4	4	4
 ENSMUSG00000095389_> ENSMUSG00000096095_> ENSMUSG00000096660_> ENSMUSG00000095542	0	0	0	0	0	2	0	1	0	0	0	0	2	2	0
 ENSMUSG00000096605	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 ENSMUSG00000084744	8	8	4	7	4	4	0	4	0	0	7	5	8	10	6
 ENSMUSG00000094308_> ENSMUSG00000093860	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
 ENSMUSG00000093562	101	217	180	149	270	23	14	57	11	13	264	72	195	263	246
 ENSMUSG00000096832	62	80	65	47	98	33	34	64	54	60	121	41	80	83	149
 ENSMUSG00000094411	103	127	88	226	262	141	138	257	306	437	123	123	133	101	138
 ENSMUSG00000095507	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0
 ENSMUSG00000095868	22	21	17	50	44	36	27	56	83	93	19	30	25	24	32
 ENSMUSG00000094049_> ENSMUSG00000096067_> ENSMUSG00000094032_> ENSMUSG00000095402_> ENSMUSG00000095764_> ENSMUSG00000075968_> ENSMUSG00000095924_> ENSMUSG00000094998_> ENSMUSG00000095357_> ENSMUSG00000095021_> ENSMUSG00000095660_> ENSMUSG00000094037_> ENSMUSG00000094438_> ENSMUSG00000096392_> ENSMUSG00000096821_> ENSMUSG00000094847_> ENSMUSG00000094148_> ENSMUSG00000094129_> ENSMUSG00000095587_> ENSMUSG00000095182_> ENSMUSG00000094048_> ENSMUSG00000094442_> ENSMUSG00000096028_> ENSMUSG00000094753	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
 ENSMUSG00000096502_> ENSMUSG00000096082_> ENSMUSG00000095060	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0
 ENSMUSG00000064901	37	50	26	48	36	37	44	76	38	61	39	24	46	38	62
 ENSMUSG00000095772	1718	1309	1070	824	1067	2780	3384	3658	2159	3146	1760	1286	1309	1199	1442
 ENSMUSG00000089093	633	1388	1067	895	1506	314	410	816	300	515	1720	474	1150	1477	1745
 ENSMUSG00000093355	7	28	17	19	31	11	11	27	11	7	15	13	28	22	21
 ENSMUSG00000094565	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 ENSMUSG00000105780	32141	57083	44580	34573	39402	34316	34666	72213	25264	47988	79525	34720	47078	52496	69744
 ENSMUSG00000087912	3357	3379	2677	2408	2874	683	624	2016	679	925	4390	2487	3563	2951	4511
 ENSMUSG00000064918	114	63	64	129	127	69	89	133	299	242	55	130	194	124	180
 ENSMUSG00000084521	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
 ENSMUSG00000087917	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000095641	0	3	0	0	0	0	0	0	0	1	0	0	2	2	0
 ENSMUSG00000095885	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
 ENSMUSG00000080396	18017	17767	14471	11042	18138	13700	15040	24811	10345	19789	24336	14472	15658	16956	20726
 ENSMUSG00000064925	57	32	30	44	46	37	58	60	81	73	46	38	53	46	85
 ENSMUSG00000105025_> ENSMUSG00000104856_> ENSMUSG00000098641_> ENSMUSG00000098925	7450	998	1078	7696	3635	1681	3059	4253	5311	2295	1442	2422	3923	1665	1465
 ENSMUSG00000084517	0	0	1	1	1	0	0	0	0	0	1	0	3	0	0
 ENSMUSG00000105884	5	2	2	15	6	0	5	10	9	0	2	3	9	2	2
 ENSMUSG00000096558_> ENSMUSG00000095703	1	1	2	0	0	0	11	1	3	1	1	1	3	1	0
 ENSMUSG00000094587	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
 ENSMUSG00000094109	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
 ENSMUSG00000065904	491	715	571	425	760	309	244	650	387	460	1038	476	694	743	916
 ENSMUSG00000064814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
 ENSMUSG00000087935	19	34	35	142	87	13	30	30	22	20	28	15	42	26	32
 ENSMUSG00000064816	7559	8764	6868	5605	8798	4211	5874	8067	3982	6163	12322	5985	8289	10386	12337
 ENSMUSG00000064938	70	101	78	95	105	20	20	65	32	38	136	52	124	115	132
 ENSMUSG00000084667	28764	20549	16276	12862	22822	15212	16489	27807	13486	17742	28861	20093	19954	20226	27773
 ENSMUSG00000087930	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0
 ENSMUSG00000084421	0	0	2	6	4	0	1	2	0	0	0	0	1	0	0
 ENSMUSG00000087819	207	167	116	95	114	424	473	460	247	451	215	160	130	113	192
 ENSMUSG00000064930	1	0	2	0	3	0	1	0	1	1	0	0	2	0	0
 ENSMUSG00000084549	27895	28452	21340	15943	31864	42718	31994	63909	29371	46290	41706	22291	28772	27401	27289
 ENSMUSG00000064811	5	2	2	14	16	3	2	7	1	3	3	2	5	2	3
 ENSMUSG00000094581	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0
 ENSMUSG00000088907	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ENSMUSG00000096634	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0
 ENSMUSG00000093002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
 ENSMUSG00000093245	156	310	217	259	445	83	79	128	111	136	344	80	258	386	255
 ENSMUSG00000093009	2117	2883	2155	1726	3293	1738	1580	2548	1846	2335	3277	1478	2618	2929	3673
 ENSMUSG00000064949	25	10	19	59	44	24	47	42	53	60	21	21	28	14	23
 ENSMUSG00000064829	9950	6547	4900	4090	6023	8422	7350	13920	5154	9429	8770	7956	6411	6135	9087
 ENSMUSG00000064823	17339	11597	8454	6377	12883	36618	34684	30894	34748	44308	17039	14654	11267	11738	18469
 ENSMUSG00000065360	0	0	0	0	0	2	0	1	0	2	0	2	0	0	0
 ENSMUSG00000064392	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0
 ENSMUSG00000065362	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000065124	14	24	19	52	57	8	11	30	11	20	26	15	27	24	31
 ENSMUSG00000088245	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000077348	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000089571	5696	4459	3505	2562	3832	5182	5404	8107	5109	7868	5969	4413	4483	4023	5947
 ENSMUSG00000064390	3211	5579	4710	3639	4100	421	573	2405	448	957	7388	2146	4644	6008	6530
 ENSMUSG00000077460	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000077220	53	131	136	109	88	12	11	45	23	44	164	42	100	151	257
 ENSMUSG00000077221	116	325	262	243	358	100	81	157	71	121	406	94	274	317	367
 ENSMUSG00000077222	2	3	3	15	14	3	1	1	1	6	5	3	9	5	3
 ENSMUSG00000077585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077345	989	1430	1173	864	1291	242	263	629	166	331	1780	546	1405	1485	1937
 ENSMUSG00000065126	397	213	160	161	261	339	199	438	447	418	288	280	199	254	267
 ENSMUSG00000065004	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
 ENSMUSG00000099135	5	7	9	3	12	0	3	2	1	3	6	4	5	8	9
 ENSMUSG00000065248	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000092730	28	46	25	80	99	21	20	34	26	54	28	17	26	49	32
 ENSMUSG00000065255	1	0	0	2	1	0	1	3	1	1	0	0	0	0	0
 ENSMUSG00000077358	1104	1653	1282	1014	1167	998	1049	1772	526	1155	2169	939	1458	1647	2076
 ENSMUSG00000077239	2654	2363	1703	1432	2094	2442	3009	4587	2050	3599	3232	2355	2305	2094	2382
 ENSMUSG00000093943	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0
 ENSMUSG00000088351	20	62	41	57	79	3	12	30	9	15	70	18	83	73	362
 ENSMUSG00000077591	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000077470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077595	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000065258	1928	2235	1838	1512	1796	1393	1665	2582	930	1664	2632	1453	1961	2169	2187
 ENSMUSG00000065016	27	43	24	62	78	37	25	42	32	69	45	25	32	37	42
 ENSMUSG00000099002	2	1	2	1	4	3	4	2	4	2	3	1	1	4	4
 ENSMUSG00000065379	1	2	1	4	1	0	0	3	0	0	2	1	0	4	3
 ENSMUSG00000065378	6194	8358	6268	4658	5837	1173	1346	4304	1104	2138	10296	5232	7034	6856	10941
 ENSMUSG00000065259	21	52	32	60	75	20	22	34	31	33	67	29	33	65	56
 ENSMUSG00000080518	4836	6161	4870	4032	7521	1702	1315	5951	2073	3171	8295	3527	5909	6297	7358
 ENSMUSG00000065262	6	6	2	19	24	6	3	13	0	6	4	1	4	2	5
 ENSMUSG00000065265	0	1	0	3	1	2	0	1	0	2	0	1	0	0	0
 ENSMUSG00000065022	1010	893	729	574	997	1278	1010	1991	1334	1511	1440	984	932	1012	918
 ENSMUSG00000089598	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
 ENSMUSG00000088144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 ENSMUSG00000092887	13	11	7	3	4	22	20	21	17	13	28	12	16	5	9
 ENSMUSG00000089239	29	21	16	21	19	13	12	26	13	19	34	39	19	26	31
 ENSMUSG00000080540	0	1	1	12	6	0	3	2	2	0	1	1	7	1	0
 ENSMUSG00000065269	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0
 ENSMUSG00000065147	25	33	31	54	77	11	29	34	17	23	20	15	32	29	32
 ENSMUSG00000065028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000094890_> ENSMUSG00000096159_> ENSMUSG00000094236_> ENSMUSG00000094069_> ENSMUSG00000096148_> ENSMUSG00000094960_> ENSMUSG00000096110_> ENSMUSG00000094150_> ENSMUSG00000094923_> ENSMUSG00000096070_> ENSMUSG00000095100_> ENSMUSG00000095618_> ENSMUSG00000096845_> ENSMUSG00000096604_> ENSMUSG00000096462_> ENSMUSG00000094287_> ENSMUSG00000093974_> ENSMUSG00000095374_> ENSMUSG00000094987_> ENSMUSG00000094573_> ENSMUSG00000096759_> ENSMUSG00000095458_> ENSMUSG00000096313_> ENSMUSG00000096190_> ENSMUSG00000094039_> ENSMUSG00000093971_> ENSMUSG00000094599_> ENSMUSG00000096475_> ENSMUSG00000094642_> ENSMUSG00000095691	8	2	5	4	9	4	6	3	10	9	5	9	10	4	2
 ENSMUSG00000065272	10503	5591	4260	3349	4946	15785	17022	15505	11870	18706	7972	8543	5733	5490	6929
 ENSMUSG00000065392	14529	14308	11432	9339	13306	8047	7873	15571	7112	11791	19330	11878	15526	13807	17133
 ENSMUSG00000065274	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000065273	580	793	583	525	884	462	491	805	293	552	1056	477	663	818	912
 ENSMUSG00000065036	2	10	6	8	14	2	5	6	2	5	5	2	6	3	1
 ENSMUSG00000088135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000088377	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ENSMUSG00000089585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000088252	24	26	41	29	49	11	21	37	6	12	61	27	49	30	53
 ENSMUSG00000077493	1754	2684	2237	1748	2214	608	845	1835	613	1010	3660	1382	2947	3165	3641
 ENSMUSG00000077252	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000077494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077254	7	13	10	7	14	3	4	6	3	4	10	10	12	15	11
 ENSMUSG00000077257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000065158	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0
 ENSMUSG00000065041	95	99	62	128	224	233	197	234	169	335	100	83	86	99	106
 ENSMUSG00000065282	157	146	81	240	418	252	261	317	311	441	124	184	116	114	113
 ENSMUSG00000065287	15	32	22	68	78	61	93	98	61	101	33	30	25	35	37
 ENSMUSG00000065289	2322	3168	2654	2124	3524	1352	1837	3147	1231	1947	4437	1943	3075	3739	3955
 ENSMUSG00000088169	5	19	7	11	9	8	5	16	8	18	20	14	14	6	18
 ENSMUSG00000089255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ENSMUSG00000089375	72	72	31	56	51	30	43	54	24	42	99	91	63	55	59
 ENSMUSG00000065281	75758	77694	75492	54666	36843	16005	13111	44245	15872	27064	109460	57890	54239	61901	110918
 ENSMUSG00000065160	11511	17622	16544	11272	11841	2188	2956	9612	1956	3823	21782	8435	14132	18028	25986
 ENSMUSG00000065280	421	880	687	535	990	210	191	486	167	306	1221	320	786	824	1400
 ENSMUSG00000077261	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000080440	0	0	0	0	0	0	0	1	0	2	0	0	2	1	0
 ENSMUSG00000077264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000077144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000080683	2426	2747	2019	1632	2851	3464	4114	5057	2226	4376	3949	2338	2570	2965	2720
 ENSMUSG00000080689	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 ENSMUSG00000096683_> ENSMUSG00000094548_> ENSMUSG00000094059_> ENSMUSG00000094213	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 ENSMUSG00000077380	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1
 ENSMUSG00000065295	695	727	579	435	527	1087	979	1163	828	1419	918	679	645	677	758
 ENSMUSG00000089002	0	4	3	2	10	4	3	6	3	3	2	4	6	4	3
 ENSMUSG00000106585	2	0	1	0	3	2	4	2	3	2	1	1	0	3	1
 ENSMUSG00000093869	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0
 ENSMUSG00000088273	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
 ENSMUSG00000099280	3	1	1	0	0	0	0	1	0	0	1	0	3	4	2
 ENSMUSG00000077394	31	33	24	20	19	11	10	45	5	14	51	22	41	25	30
 ENSMUSG00000077274	9	7	3	2	8	4	8	9	5	12	8	3	5	3	3
 ENSMUSG00000095155_> ENSMUSG00000094994_> ENSMUSG00000094837_> ENSMUSG00000096302	0	0	1	0	0	0	4	0	1	0	1	2	2	2	0
 ENSMUSG00000077391	0	0	1	1	0	1	4	5	2	1	2	1	2	2	3
 ENSMUSG00000092680	35645	1897	4961	16506	10918	476	5254	48825	27854	1629	6318	22702	27559	14560	24500
 ENSMUSG00000092687	230	157	131	85	177	87	135	299	139	178	290	177	335	243	658
 ENSMUSG00000093413	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0
 ENSMUSG00000089157	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000065061	114	235	172	195	235	89	88	137	99	104	224	84	170	195	185
 ENSMUSG00000080461	0	1	1	0	0	2	0	0	0	0	0	0	1	1	2
 ENSMUSG00000080582	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
 ENSMUSG00000080465	903	1339	1223	990	1216	486	741	1194	796	810	1660	748	1728	1444	2797
 ENSMUSG00000077167	205	181	112	410	488	462	379	514	335	373	184	217	178	170	97
 ENSMUSG00000077289	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
 ENSMUSG00000080463	2457	2603	2213	1578	1818	989	1218	2301	1188	1869	4028	1847	2885	2518	4175
 ENSMUSG00000094179_> ENSMUSG00000096191	55526	57318	44322	33945	47339	62591	87289	120208	41888	80128	76341	42412	53708	59863	66353
 ENSMUSG00000080469	1396	2941	2539	1586	2195	262	215	808	284	464	3330	1091	2587	2450	3706
 ENSMUSG00000084708	11	18	18	12	27	3	1	17	2	9	23	9	15	17	21
 ENSMUSG00000065196	395	589	487	375	603	673	805	650	729	600	737	334	616	576	794
 ENSMUSG00000088059	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0
 ENSMUSG00000093645	99	153	108	76	110	46	39	93	24	50	257	105	136	188	213
 ENSMUSG00000088056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000089387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000089265	42	40	32	33	34	28	44	58	44	97	51	30	36	47	47
 ENSMUSG00000088294	8272	7397	5344	3956	6660	7214	9177	13351	5631	10031	10284	6198	7291	7819	8158
 ENSMUSG00000065072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ENSMUSG00000095828	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
 ENSMUSG00000077294	124	261	170	137	230	71	95	156	51	93	316	99	157	261	325
 ENSMUSG00000077177	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
