	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-miR-335-5p MIMAT0000766	943	1504	1257	1080	475	77	42	287	159	143	1741	673	1312	2067	1597
mmu-miR-29a-3p MIMAT0000535	201	651	544	522	587	20	22	146	32	37	980	222	839	943	1064
mmu-miR-425-5p MIMAT0004750	21	46	53	44	67	3	2	16	6	3	68	22	44	49	77
mmu-miR-129-1-3p MIMAT0016994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-677-5p MIMAT0003451	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0
mmu-miR-148b-3p MIMAT0000580	549	420	299	286	421	171	137	356	310	237	588	422	637	441	598
mmu-miR-6988-3p MIMAT0027879	1	2	0	1	0	2	1	1	2	3	1	0	0	0	1
mmu-miR-384-5p MIMAT0004745	1	0	1	1	3	0	3	0	0	0	0	0	2	1	2
mmu-miR-297b-5p MIMAT0003480	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1
mmu-miR-6240 MIMAT0024861	3	2	1	10	6	0	0	0	6	0	0	1	1	1	0
mmu-let-7c-5p MIMAT0000523	10486	9385	7951	7585	8476	5647	7623	8649	9837	7129	13736	9063	10945	9669	16018
mmu-let-7f-5p MIMAT0000525	27395	21787	20012	19750	11509	17801	22904	26717	37819	22374	33134	25119	28943	21542	35312
mmu-miR-297c-5p MIMAT0004865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-434-3p MIMAT0001422	12069	13724	12529	8506	12109	4507	4523	13221	7478	6833	21167	12641	18923	17181	16823
mmu-miR-19b-3p MIMAT0000513	54	153	165	131	48	1	0	9	5	5	216	49	121	206	256
mmu-miR-669p-5p MIMAT0014889_>mmu-miR-669a-5p MIMAT0003477	5	2	1	7	4	2	3	4	2	1	6	5	5	3	16
mmu-miR-216a-5p MIMAT0000662	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-6907-3p MIMAT0027715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-874-5p MIMAT0017268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-1843b-3p MIMAT0019346	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1668 MIMAT0031414	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
mmu-let-7g-3p MIMAT0004519	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mmu-miR-374b-5p MIMAT0003727	162	216	154	136	181	11	18	59	28	23	304	90	232	236	386
mmu-miR-423-5p MIMAT0004825	93	53	52	47	62	70	64	52	57	110	85	69	78	98	118
mmu-miR-127-5p MIMAT0004530	52	48	51	34	55	6	0	27	14	11	97	22	76	72	65
mmu-miR-7211-3p MIMAT0028391	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-3070-3p MIMAT0014847	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466m-5p MIMAT0014882_>mmu-miR-669m-5p MIMAT0017346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-376b-3p MIMAT0001092	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
mmu-miR-199b-5p MIMAT0000672	318	262	212	290	433	8	14	60	17	15	660	182	470	322	472
mmu-miR-7658-3p MIMAT0029823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7f-2-3p MIMAT0017017	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
mmu-let-7c-2-3p MIMAT0005439_>mmu-let-7a-1-3p MIMAT0004620	186	305	290	265	172	25	36	120	66	63	457	144	428	463	338
mmu-miR-196b-3p MIMAT0017170	0	1	1	0	0	0	0	0	0	0	0	0	5	1	1
mmu-miR-138-1-3p MIMAT0004668	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
mmu-miR-379-3p MIMAT0017080	151	205	186	111	161	25	42	130	57	68	361	130	346	353	382
mmu-miR-26a-2-3p MIMAT0017058	16	11	18	15	11	4	3	7	7	9	24	11	22	18	21
mmu-miR-154-3p MIMAT0004537	1	3	9	10	7	0	0	0	0	0	16	2	19	22	9
mmu-miR-34a-5p MIMAT0000542	7	9	8	11	22	0	0	1	1	0	27	3	13	21	27
mmu-miR-412-5p MIMAT0017173	144	111	107	76	107	93	84	172	103	136	174	145	157	127	147
mmu-miR-3076-3p MIMAT0014861	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-miR-7662-3p MIMAT0029831	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-6929-3p MIMAT0027759	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1
mmu-miR-6899-3p MIMAT0027699	1	0	0	0	0	0	1	0	0	0	0	2	1	2	0
mmu-miR-135b-3p MIMAT0017044	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-365-2-5p MIMAT0017179	3	0	0	0	3	3	0	4	3	1	3	1	0	4	3
mmu-miR-130b-3p MIMAT0000387	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-106b-3p MIMAT0004582	169	103	91	65	114	98	75	139	113	123	161	135	144	113	156
mmu-miR-547-3p MIMAT0003173	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-let-7d-3p MIMAT0000384	257	438	430	371	341	377	448	567	432	454	632	369	695	621	352
mmu-miR-344-3p MIMAT0000593	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0
mmu-miR-300-5p MIMAT0004578	3	0	5	3	4	0	0	1	0	0	8	0	13	10	8
mmu-miR-33-5p MIMAT0000667	0	1	3	1	0	0	0	0	0	1	4	2	5	0	3
mmu-miR-760-3p MIMAT0003898	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-let-7g-5p MIMAT0000121	22527	18696	16944	14782	11367	5790	7009	14461	9024	6853	26985	21664	26569	18836	28043
mmu-miR-675-3p MIMAT0003726	0	1	1	1	0	0	0	0	0	0	2	0	0	2	0
mmu-miR-1a-2-5p MIMAT0017047	1	0	0	1	2	0	0	0	0	0	4	0	3	3	0
mmu-miR-666-3p MIMAT0004823	3	0	1	2	4	6	0	4	6	3	3	6	2	2	3
mmu-miR-1930-5p MIMAT0009393	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-7653-5p MIMAT0029812	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
mmu-miR-7a-2-3p MIMAT0017070	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6964-5p MIMAT0027828	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-3968 MIMAT0019352	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0
mmu-miR-21a-3p MIMAT0004628	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
mmu-miR-467b-3p MIMAT0003478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-452-3p MIMAT0017194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1a-1-5p MIMAT0016979	7	9	9	8	34	0	0	2	0	1	15	5	23	41	11
mmu-miR-7069-3p MIMAT0028045	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-541-5p MIMAT0003170	8412	6040	4937	3333	4202	6563	7317	10589	8177	9790	7882	7203	7080	6340	7386
mmu-miR-214-3p MIMAT0000661	0	0	2	1	0	1	0	0	0	0	3	1	0	2	0
mmu-miR-574-5p MIMAT0004893	9	13	14	23	21	2	8	6	6	7	24	8	20	24	29
mmu-miR-1933-5p MIMAT0009396	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-341-3p MIMAT0000588	222	304	257	249	420	17	20	189	109	105	513	141	372	275	298
mmu-miR-9-3p MIMAT0000143	0	1	0	5	1	0	0	0	0	0	1	0	1	2	10
mmu-miR-501-5p MIMAT0003508	6	7	8	7	4	0	0	1	0	0	6	3	9	5	8
mmu-miR-219c-5p MIMAT0029892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-154-5p MIMAT0000164	34	37	33	24	64	2	6	11	4	6	45	17	45	50	40
mmu-miR-205-5p MIMAT0000238	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-6955-5p MIMAT0027810	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
mmu-miR-192-5p MIMAT0000517	188	161	153	103	153	39	38	117	94	87	278	170	223	167	264
mmu-miR-6896-5p MIMAT0027692	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
mmu-miR-881-3p MIMAT0004846	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-219a-1-3p MIMAT0017055	3	2	2	3	7	0	0	0	2	2	2	1	0	2	1
mmu-miR-136-3p MIMAT0004532	25	72	57	66	52	2	2	17	5	1	140	22	96	92	83
mmu-miR-96-5p MIMAT0000541	1	3	3	0	7	0	1	1	0	0	2	0	7	0	4
mmu-miR-181b-5p MIMAT0000673	715	918	686	739	740	199	174	490	326	228	1382	648	1035	969	1231
mmu-miR-743b-3p MIMAT0004840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1194 MIMAT0005852	0	0	0	0	3	0	0	0	0	0	1	0	1	1	4
mmu-miR-7665-5p MIMAT0029836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-500-5p MIMAT0017258	0	0	1	0	1	1	0	0	0	0	0	0	0	2	3
mmu-miR-146b-3p MIMAT0004826	1	3	1	0	2	0	0	3	0	0	3	1	1	2	6
mmu-miR-204-3p MIMAT0017002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
mmu-miR-24-3p MIMAT0000219	5759	10056	7311	5983	9052	2114	2595	5389	3054	3092	13761	5040	10227	9945	11151
mmu-miR-501-3p MIMAT0003509	283	224	219	159	183	229	226	351	282	236	384	289	291	327	362
mmu-miR-483-5p MIMAT0004782	169	93	72	46	99	155	179	151	138	208	126	90	87	101	121
mmu-miR-1247-5p MIMAT0014800	0	3	1	1	0	0	1	0	0	0	1	4	2	2	0
mmu-miR-6715-5p MIMAT0029876	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-9-5p MIMAT0000142	27	12	19	11	28	2	5	21	6	2	25	17	41	23	57
mmu-miR-431-5p MIMAT0001418	18	27	13	17	16	16	15	33	13	32	25	12	14	20	22
mmu-miR-93-5p MIMAT0000540	243	442	287	257	348	13	25	92	31	21	540	124	457	471	594
mmu-miR-201-3p MIMAT0017001	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6938-3p MIMAT0027777	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-384-3p MIMAT0001076	0	1	1	1	0	0	0	0	0	0	3	0	1	1	1
mmu-miR-29c-5p MIMAT0004632	22	20	8	15	19	4	3	12	2	5	19	12	16	15	16
mmu-miR-495-3p MIMAT0003456	220	221	184	181	201	130	144	205	130	157	369	201	277	279	198
mmu-miR-328-5p MIMAT0017030	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0
mmu-miR-12189-3p MIMAT0049848	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
mmu-miR-30b-3p MIMAT0004524	52	20	13	12	27	19	40	34	20	32	42	34	37	27	42
mmu-let-7c-1-3p MIMAT0004622	1	0	3	1	4	1	10	5	4	3	6	6	10	11	8
mmu-miR-5129-3p MIMAT0022987	0	0	0	2	2	0	1	1	0	0	3	0	1	0	1
mmu-miR-6932-5p MIMAT0027764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-361-3p MIMAT0017075	200	150	134	81	156	97	88	160	101	89	223	168	174	168	201
mmu-miR-6944-5p MIMAT0027788	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-1934-3p MIMAT0017341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-30c-2-3p MIMAT0005438	321	207	138	130	175	99	116	159	112	127	213	262	227	178	211
mmu-miR-217-5p MIMAT0000679	1	0	1	0	1	0	0	1	0	0	1	0	2	1	1
mmu-miR-7680-3p MIMAT0029875	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mmu-miR-465a-5p MIMAT0002106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-7674-3p MIMAT0029857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-151-3p MIMAT0000161	743	434	310	232	391	1488	1281	900	1161	920	637	651	421	454	453
mmu-miR-1247-3p MIMAT0014801	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
mmu-miR-30b-5p MIMAT0000130	16	25	19	13	36	3	1	10	11	6	35	8	28	42	35
mmu-miR-200b-3p MIMAT0000233	2	1	0	3	5	0	1	3	1	0	1	0	2	2	10
mmu-miR-136-5p MIMAT0000148	1101	1660	1420	1465	1679	81	73	670	427	219	3625	934	1543	1561	1692
mmu-miR-6392-5p MIMAT0025141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-7677-3p MIMAT0029869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-106a-5p MIMAT0000385	0	4	3	6	5	1	1	0	1	2	5	0	8	0	11
mmu-miR-497a-5p MIMAT0003453	2	0	1	2	3	0	0	0	0	0	4	0	2	2	6
mmu-miR-3572-3p MIMAT0020636	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-690 MIMAT0003469	5	11	5	11	9	6	3	10	5	13	7	5	5	2	1
mmu-miR-16-5p MIMAT0000527	440	981	711	732	857	46	46	173	90	40	1318	362	973	1092	1571
mmu-miR-1943-3p MIMAT0017342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3065-3p MIMAT0014837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmu-miR-7676-3p MIMAT0029861	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-874-3p MIMAT0004853	0	0	0	1	0	0	0	0	0	0	3	2	0	0	3
mmu-miR-33-3p MIMAT0004666	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
mmu-let-7e-3p MIMAT0017016	7	15	11	8	14	1	0	1	1	1	13	7	12	18	17
mmu-miR-1291 MIMAT0031397	7	7	4	15	14	1	2	1	1	2	8	2	10	11	12
mmu-miR-1188-3p MIMAT0017328	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-103-2-5p MIMAT0017025	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mmu-miR-23b-5p MIMAT0016980	6	4	1	6	3	6	6	3	6	3	1	3	5	6	5
mmu-miR-3079-5p MIMAT0014866	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
mmu-miR-186-5p MIMAT0000215	269	503	370	405	511	57	33	165	69	72	730	179	650	663	630
mmu-miR-5129-5p MIMAT0020640	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-150-5p MIMAT0000160	5	2	3	0	6	0	1	1	0	0	3	3	1	3	13
mmu-miR-679-5p MIMAT0003455	1	1	2	0	3	0	0	0	0	0	0	3	0	0	0
mmu-miR-1963 MIMAT0009436	4	1	2	0	0	1	0	1	2	0	4	5	3	1	3
mmu-miR-210-3p MIMAT0000658	8	25	27	27	43	3	0	6	4	2	72	7	50	25	50
mmu-miR-465b-5p MIMAT0004871	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6928-3p MIMAT0027757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-5616-3p MIMAT0022360	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-26b-3p MIMAT0004630	5	9	5	5	9	0	0	1	1	3	6	1	14	14	5
mmu-miR-6902-3p MIMAT0027705	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-3070-2-3p MIMAT0014849	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0
mmu-miR-6958-3p MIMAT0027817	1	2	0	1	1	4	5	4	2	2	2	0	3	0	2
mmu-miR-16-2-3p MIMAT0017018	0	0	0	2	1	0	0	0	0	0	4	0	1	3	4
mmu-miR-3095-3p MIMAT0014912	2	0	0	0	1	1	2	0	0	1	0	1	1	0	7
mmu-miR-381-3p MIMAT0000746	2296	876	643	757	1246	756	595	3255	4021	1858	1785	1588	1477	1171	1340
mmu-miR-301a-3p MIMAT0000379	0	2	3	1	2	0	0	0	1	0	4	0	4	3	3
mmu-miR-376b-5p MIMAT0003388	311	334	266	281	367	50	85	229	118	89	486	215	389	448	396
mmu-let-7i-5p MIMAT0000122	28237	15799	12640	11473	13184	11458	12609	24105	23186	14960	24176	26349	19846	15514	23498
mmu-miR-574-3p MIMAT0004894	1	0	0	0	0	0	2	2	0	0	0	0	0	1	1
mmu-miR-127-3p MIMAT0000139	75534	53696	44319	31560	53349	38996	25348	76249	46050	54339	77098	56651	70513	59700	63835
mmu-let-7a-5p MIMAT0000521	7111	7587	7191	7041	5568	5398	7237	8058	10923	7306	11243	6989	9814	8150	12222
mmu-miR-410-5p MIMAT0017172	0	0	2	1	0	1	2	1	0	0	1	0	0	1	0
mmu-miR-199a-5p MIMAT0000229	2026	5205	4207	4415	7000	188	165	1099	451	283	10189	1328	8146	6683	8756
mmu-miR-143-5p MIMAT0017006	82	211	188	150	277	9	3	24	14	9	347	46	320	250	320
mmu-miR-7075-3p MIMAT0028057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7688-5p MIMAT0029906	3	1	2	1	4	10	7	19	4	12	4	5	5	2	0
mmu-miR-450b-5p MIMAT0003511	13	15	13	10	7	4	0	2	2	1	25	16	20	20	29
mmu-miR-138-5p MIMAT0000150	5	13	15	7	29	0	1	4	1	1	39	3	33	13	59
mmu-miR-7029-5p MIMAT0027962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-708-3p MIMAT0003498	124	46	46	35	61	88	67	116	122	104	76	70	56	64	76
mmu-miR-224-5p MIMAT0000671	4	9	4	2	1	6	7	13	5	5	6	3	9	4	10
mmu-miR-29b-3p MIMAT0000127	4	11	7	10	9	2	0	1	0	0	12	1	12	17	12
mmu-miR-3082-3p MIMAT0014873	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-107-3p MIMAT0000647	238	314	213	204	195	33	32	109	25	35	351	158	410	306	462
mmu-miR-702-3p MIMAT0003492	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-184-3p MIMAT0000213	3	2	2	1	1	3	2	2	11	4	2	2	0	1	1
mmu-miR-339-3p MIMAT0004649	7	17	16	13	16	1	3	7	7	9	22	13	25	16	29
mmu-miR-741-3p MIMAT0004236	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6922-5p MIMAT0027744	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
mmu-miR-5621-5p MIMAT0022369	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6911-3p MIMAT0027723	2	1	1	1	2	0	1	0	0	1	1	0	0	2	0
mmu-miR-24-1-5p MIMAT0000218	30	37	14	28	33	14	1	25	12	15	54	20	32	28	48
mmu-miR-706 MIMAT0003496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7667-5p MIMAT0029840	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
mmu-miR-592-5p MIMAT0003730	5	7	9	9	4	1	0	0	0	1	13	8	7	13	5
mmu-miR-23a-3p MIMAT0000532	12	17	20	14	28	7	4	11	4	2	30	18	32	27	24
mmu-miR-7675-5p MIMAT0029858	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-6940-3p MIMAT0027781	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
mmu-miR-1933-3p MIMAT0009397	0	0	2	0	6	0	3	5	1	3	6	1	2	1	0
mmu-miR-3100-5p MIMAT0014919	2	0	2	1	0	0	0	5	1	2	3	0	1	3	1
mmu-miR-6945-3p MIMAT0027791	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0
mmu-miR-351-5p MIMAT0000609	1687	1294	1068	643	1079	600	652	1378	923	1230	1810	1284	1833	1427	1751
mmu-miR-615-5p MIMAT0004837	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
mmu-miR-7652-5p MIMAT0029810	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-7024-5p MIMAT0027952	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-139-5p MIMAT0000656	3	6	4	1	3	3	1	6	2	1	4	9	5	1	1
mmu-miR-362-3p MIMAT0004684	24	48	37	35	40	1	1	4	2	0	79	19	71	55	62
mmu-miR-5128 MIMAT0020639	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mmu-miR-298-5p MIMAT0000376	122	110	89	58	91	81	61	113	67	113	124	70	100	125	128
mmu-miR-380-5p MIMAT0000744	439	657	495	342	433	127	93	333	215	205	933	401	671	660	866
mmu-miR-193b-3p MIMAT0004859	12	23	12	8	40	0	2	1	3	0	28	8	30	11	58
mmu-miR-7661-3p MIMAT0029829	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-142a-3p MIMAT0000155	31	84	52	57	88	0	4	11	2	4	157	13	66	67	730
mmu-miR-3473h-5p MIMAT0049861	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
mmu-miR-491-3p MIMAT0017255	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1954 MIMAT0009425	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0
mmu-miR-540-5p MIMAT0004786	3	9	11	6	8	0	0	1	0	0	11	3	3	16	7
mmu-miR-7041-5p MIMAT0027986	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-7661-5p MIMAT0029828	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-615-3p MIMAT0003783	105	106	84	86	92	172	196	243	170	248	185	111	118	137	98
mmu-miR-486b-3p MIMAT0014944	3	4	5	2	5	8	6	8	3	9	3	4	3	3	1
mmu-miR-191-3p MIMAT0004542	5	4	7	4	2	5	3	4	4	2	12	1	4	6	1
mmu-miR-27a-5p MIMAT0004633	95	58	32	40	64	100	59	75	101	108	83	105	85	81	61
mmu-miR-344d-3p MIMAT0014808	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-miR-500-3p MIMAT0003507	36	40	42	21	46	5	1	13	6	12	65	18	40	66	64
mmu-miR-7213-5p MIMAT0028394	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
mmu-miR-466n-3p MIMAT0014894	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-301b-5p MIMAT0017232	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1
mmu-miR-133a-5p MIMAT0003473	59	218	202	115	106	2	0	22	3	8	250	57	222	251	267
mmu-miR-3154 MIMAT0035714	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-497b MIMAT0031404	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
mmu-miR-301b-3p MIMAT0004186	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-18a-5p MIMAT0000528	2	11	3	10	12	0	0	2	1	0	7	2	7	14	14
mmu-miR-196a-1-3p MIMAT0017013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-141-3p MIMAT0000153	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1
mmu-miR-100-5p MIMAT0000655	4958	5154	4013	4155	5066	2215	2105	3942	2794	2194	7635	5022	6531	5574	7285
mmu-miR-208b-3p MIMAT0004939	4	9	3	5	9	0	0	0	1	0	18	1	6	15	12
mmu-miR-582-3p MIMAT0005292	8	4	5	0	0	1	0	1	0	2	3	1	2	3	2
mmu-miR-3095-5p MIMAT0014911	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
mmu-miR-7014-5p MIMAT0027932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-208a-3p MIMAT0000520	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
mmu-miR-466m-3p MIMAT0014883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-3084-5p MIMAT0014876	0	0	0	0	1	1	1	0	1	0	1	0	0	0	2
mmu-miR-1983 MIMAT0009455	17	29	16	17	24	9	2	23	6	8	35	19	29	37	27
mmu-miR-194-5p MIMAT0000224	4	14	18	21	9	0	0	1	3	1	16	5	14	19	20
mmu-miR-6399 MIMAT0025151	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6951-5p MIMAT0027802	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
mmu-miR-672-3p MIMAT0017241	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mmu-miR-467e-5p MIMAT0005293	5	3	3	3	4	3	1	2	0	0	8	1	7	6	19
mmu-miR-20a-3p MIMAT0004627	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1
mmu-miR-206-3p MIMAT0000239	39268	30517	21063	17795	26611	50822	67830	52550	77938	63121	41887	37037	30246	28418	52866
mmu-miR-450b-3p MIMAT0003512	32	66	72	68	24	11	21	36	13	17	129	41	98	126	74
mmu-miR-6950-3p MIMAT0027801	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
mmu-miR-6966-3p MIMAT0027835	0	1	2	0	1	3	2	3	2	3	0	2	0	0	0
mmu-miR-1843a-5p MIMAT0014805	94	62	54	40	69	32	38	73	29	34	100	64	83	58	88
mmu-miR-669l-5p MIMAT0009418	1	1	1	0	1	0	0	0	0	0	1	0	0	0	5
mmu-miR-5621-3p MIMAT0022370	2	1	1	2	1	0	0	0	1	0	2	1	0	2	2
mmu-miR-544-3p MIMAT0004941	2	3	3	0	2	0	0	0	0	0	7	0	3	5	3
mmu-miR-543-3p MIMAT0003168	161	115	118	113	104	233	225	328	307	243	227	212	170	185	141
mmu-miR-12185-3p MIMAT0049838	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-376c-3p MIMAT0003183	43	47	32	33	26	3	2	23	13	3	70	36	42	74	47
mmu-miR-488-3p MIMAT0003450	3	0	1	6	3	1	0	3	3	1	7	4	5	5	5
mmu-miR-1198-5p MIMAT0005859	82	55	37	28	61	172	180	110	154	108	83	73	69	68	81
mmu-miR-20b-5p MIMAT0003187	4	8	13	3	5	1	0	1	3	1	12	5	10	8	36
mmu-miR-201-5p MIMAT0000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6946-3p MIMAT0027793	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-378a-3p MIMAT0003151	71385	70190	54686	38818	49577	14955	11734	38060	21993	20882	92664	52948	67228	62012	73649
mmu-miR-12206-5p MIMAT0049880	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-199b-3p MIMAT0004667_>mmu-miR-199a-3p MIMAT0000230	139	148	102	133	92	22	17	93	31	14	253	113	244	160	235
mmu-miR-511-5p MIMAT0004940	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-128-3p MIMAT0000140	31	19	31	18	11	66	65	65	69	45	43	24	32	35	27
mmu-miR-137-3p MIMAT0000149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmu-miR-466p-3p MIMAT0014892_>mmu-miR-466b-3p MIMAT0004876_>mmu-miR-466c-3p MIMAT0004878	1	1	2	0	0	0	0	0	0	0	1	0	1	0	2
mmu-miR-10a-5p MIMAT0000648	4782	3854	2996	2729	3151	2196	1562	3695	2119	2176	4566	4379	4567	4204	4439
mmu-miR-532-5p MIMAT0002889	352	300	218	213	265	91	60	221	172	111	421	272	311	261	405
