	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-miR-7664-3p MIMAT0029835	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mmu-miR-106b-5p MIMAT0000386	3	1	4	2	6	0	0	0	1	0	3	1	3	5	2
mmu-miR-187-3p MIMAT0000216	4	4	3	2	7	0	1	0	1	2	5	2	1	7	3
mmu-miR-467c-5p MIMAT0004885	1	2	1	1	1	0	0	3	3	0	4	1	6	4	8
mmu-miR-1249-3p MIMAT0010560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7083-5p MIMAT0028072	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0
mmu-miR-370-3p MIMAT0001095	212	86	75	96	69	164	177	230	281	293	221	217	133	118	134
mmu-miR-669b-3p MIMAT0017250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1953 MIMAT0009424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-1839-3p MIMAT0009457	10	12	6	5	10	0	1	6	3	6	23	8	16	7	11
mmu-miR-1839-5p MIMAT0009456	507	397	312	253	210	149	145	318	256	195	570	466	466	405	502
mmu-miR-214-5p MIMAT0004664	138	157	129	141	212	40	52	112	85	48	308	107	213	215	286
mmu-miR-3097-5p MIMAT0014915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-18b-5p MIMAT0004858	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1
mmu-miR-8111 MIMAT0031417	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
mmu-miR-28c MIMAT0019339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7a-5p MIMAT0000677	152	60	49	48	47	16	27	58	30	39	117	99	90	72	167
mmu-miR-466j MIMAT0005848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-299a-5p MIMAT0000377	335	855	623	523	816	18	25	135	41	55	997	163	866	1208	805
mmu-miR-126a-5p MIMAT0000137	337	1517	1268	1203	1231	18	19	96	24	32	2084	192	1564	1969	1529
mmu-miR-5615-5p MIMAT0022355	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
mmu-miR-1960 MIMAT0009433	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1
mmu-miR-383-5p MIMAT0000748	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0
mmu-miR-101a-5p MIMAT0004526	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1
mmu-miR-5114 MIMAT0020622	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-345-3p MIMAT0004656	55	32	31	27	33	22	16	41	18	34	58	46	41	36	40
mmu-miR-7116-3p MIMAT0028130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7030-3p MIMAT0027965	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6948-5p MIMAT0027796	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0
mmu-miR-21b MIMAT0025121	0	0	0	0	0	0	1	0	0	0	4	1	4	0	1
mmu-miR-20a-5p MIMAT0000529	303	855	679	474	497	17	26	90	47	30	1095	225	937	860	1325
mmu-miR-449a-5p MIMAT0001542	2	0	7	1	3	0	0	0	0	0	3	0	2	0	6
mmu-miR-98-5p MIMAT0000545	284	328	290	247	217	72	105	236	189	117	476	285	444	337	508
mmu-miR-377-5p MIMAT0017079	73	90	73	58	76	12	10	54	15	32	136	45	105	108	97
mmu-miR-877-3p MIMAT0004862	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0
mmu-miR-511-3p MIMAT0017281	3	7	2	3	2	0	0	0	0	5	14	0	3	4	7
mmu-miR-15a-5p MIMAT0000526	2	11	12	13	13	0	0	0	1	0	19	4	17	19	15
mmu-miR-7021-5p MIMAT0027946	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0
mmu-miR-92a-1-5p MIMAT0017066	2	0	2	2	1	0	0	0	0	0	6	0	1	2	5
mmu-miR-1191b-3p MIMAT0029867	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-7689-3p MIMAT0029909	12	5	12	9	17	3	1	14	2	2	18	5	9	12	13
mmu-miR-3544-3p MIMAT0022354	0	0	1	0	0	1	2	0	2	0	1	0	0	4	3
mmu-miR-1843b-5p MIMAT0019345	107	64	58	47	57	41	50	115	77	69	98	81	76	73	81
mmu-miR-30a-3p MIMAT0000129	1276	1149	838	644	659	718	906	1275	981	870	1466	1170	1099	1278	1205
mmu-miR-222-3p MIMAT0000670	20	27	29	23	35	9	14	13	7	8	49	19	43	35	49
mmu-miR-3102-5p.2-5p MIMAT0014934	1	0	3	0	4	1	0	1	0	2	1	0	0	0	2
mmu-miR-6934-5p MIMAT0027768	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-467a-3p MIMAT0002108	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2
mmu-miR-6953-3p MIMAT0027807	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
mmu-miR-3081-5p MIMAT0014870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-652-5p MIMAT0017260	0	1	0	0	0	0	0	0	0	0	2	0	0	1	5
mmu-miR-467d-3p MIMAT0004887	0	1	5	1	1	1	1	0	0	1	3	0	2	0	7
mmu-miR-144-3p MIMAT0000156	16	37	32	51	49	0	0	0	0	1	111	7	24	38	33
mmu-miR-7679-5p MIMAT0029872	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-34c-3p MIMAT0004580	3	1	1	3	2	0	1	0	3	0	1	1	3	0	2
mmu-miR-770-5p MIMAT0004822	1	2	3	0	1	1	1	0	1	6	6	2	3	3	3
mmu-miR-3058-5p MIMAT0014813	0	0	1	1	4	0	0	0	0	0	2	0	3	4	4
mmu-miR-146a-3p MIMAT0016989	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-667-5p MIMAT0017239	4	3	5	0	1	4	2	3	1	1	9	7	3	5	3
mmu-miR-7669-5p MIMAT0029844	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-126b-3p MIMAT0029895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-181a-2-3p MIMAT0005443	147	122	86	66	92	65	58	110	86	86	157	113	104	96	104
mmu-miR-6990-5p MIMAT0027882	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1199-3p MIMAT0017333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-877-5p MIMAT0004861	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0
mmu-miR-221-3p MIMAT0000669	112	159	140	131	157	13	14	51	21	8	266	116	272	193	226
mmu-miR-664-5p MIMAT0017353	4	1	1	0	1	3	6	1	6	6	2	1	0	2	1
mmu-miR-494-5p MIMAT0017215	0	1	0	1	0	1	0	0	0	0	1	1	1	3	0
mmu-miR-708-5p MIMAT0004828	33	105	90	71	82	3	3	20	6	4	196	35	135	151	265
mmu-miR-744-3p MIMAT0004820	0	2	3	2	9	0	0	0	1	0	0	0	1	1	1
mmu-miR-495-5p MIMAT0017249	0	1	1	1	0	0	0	0	1	0	4	2	1	0	1
mmu-miR-191-5p MIMAT0000221	3035	3822	3201	2415	2595	818	981	2030	1034	1088	4549	2363	4000	4383	5086
mmu-miR-181d-5p MIMAT0004324	228	265	200	172	222	84	81	187	180	79	353	198	284	297	325
mmu-miR-450a-2-3p MIMAT0004789	4	4	2	2	8	0	0	1	0	1	3	2	3	4	4
mmu-miR-700-3p MIMAT0003490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1306-5p MIMAT0019136	4	1	3	4	1	2	3	3	3	0	4	2	5	6	6
mmu-miR-203-3p MIMAT0000236	59	73	64	39	51	9	24	68	21	11	113	83	80	53	208
mmu-miR-125b-5p MIMAT0000136	4437	8203	7147	6078	7164	1275	1752	3638	1979	1998	13250	3987	11164	11195	13786
mmu-miR-8118 MIMAT0031424	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-324-3p MIMAT0000556	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0
mmu-miR-540-3p MIMAT0003167	196	225	178	99	144	92	101	256	127	118	369	136	322	266	236
mmu-miR-1938 MIMAT0009402	0	1	0	0	0	0	1	0	4	2	0	1	0	0	0
mmu-miR-204-5p MIMAT0000237	134	171	151	109	120	86	138	171	125	137	193	102	186	212	239
mmu-miR-6963-3p MIMAT0027827	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-miR-654-3p MIMAT0004898	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3091-3p MIMAT0014904	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7673-5p MIMAT0029852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-669o-5p MIMAT0009421	0	1	2	2	2	0	0	0	1	0	1	2	0	1	8
mmu-miR-8105 MIMAT0031409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669p-3p MIMAT0014890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1969 MIMAT0009442	1	1	4	1	0	3	1	4	2	2	0	3	1	2	2
mmu-miR-1970b-5p MIMAT0049843	4	0	2	5	1	1	0	2	0	0	0	3	0	2	2
mmu-miR-26a-1-3p MIMAT0017020	0	0	0	1	0	0	1	1	0	0	2	1	1	0	0
mmu-miR-486a-3p MIMAT0017206	7	5	6	8	6	11	8	9	6	14	8	8	4	6	2
mmu-miR-7115-5p MIMAT0028127	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-7236-5p MIMAT0028440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-9769-3p MIMAT0036462	0	2	1	0	2	0	0	0	0	0	0	2	0	2	1
mmu-miR-7079-3p MIMAT0028065	2	1	0	0	0	0	1	0	2	0	2	2	1	0	0
mmu-miR-34c-5p MIMAT0000381	28	39	39	44	70	0	1	11	6	2	91	16	60	44	68
mmu-miR-300-3p MIMAT0000378	2633	2785	2207	1717	3301	464	442	2705	1526	1693	4397	1649	3849	3493	3854
mmu-miR-3097-3p MIMAT0014916	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
mmu-miR-101c MIMAT0019349	0	0	1	3	1	0	0	0	0	0	4	0	3	0	1
mmu-miR-12191-3p MIMAT0049851	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1
mmu-miR-6900-3p MIMAT0027701	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0
mmu-miR-28a-5p MIMAT0000653	114	178	151	126	205	67	56	131	86	76	267	107	205	255	288
mmu-miR-7672-3p MIMAT0029851	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-5134-3p MIMAT0022989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7082-3p MIMAT0028071	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmu-miR-15b-5p MIMAT0000124	23	64	36	44	58	4	3	6	3	4	61	22	58	56	125
mmu-miR-10b-3p MIMAT0004538	4	16	10	6	9	0	0	2	0	0	9	2	8	8	13
mmu-miR-700-5p MIMAT0017256	2	2	1	4	8	4	0	0	4	2	5	1	4	5	6
mmu-miR-31-5p MIMAT0000538	0	0	0	0	1	0	0	0	0	0	5	0	2	0	2
mmu-miR-218-5p MIMAT0000663	81	80	58	75	122	22	39	78	75	32	181	97	141	125	209
mmu-miR-339-5p MIMAT0000584	63	142	98	94	131	2	4	28	8	8	207	44	160	199	173
mmu-miR-130b-5p MIMAT0004583	13	6	8	5	6	10	6	11	18	10	9	9	14	7	10
mmu-miR-299a-3p MIMAT0004577	581	942	913	639	832	91	41	326	171	153	1539	373	1414	1303	1202
mmu-miR-671-3p MIMAT0004821	26	10	16	7	11	30	21	30	24	42	20	21	11	14	18
mmu-miR-299b-5p MIMAT0022836	2	9	7	0	8	0	1	3	0	0	9	2	5	14	7
mmu-miR-25-3p MIMAT0000652	1077	1101	801	674	934	382	463	790	473	463	1344	800	1141	1135	1739
mmu-miR-22-3p MIMAT0000531	1122	1510	1480	1791	1936	166	182	483	339	224	2453	788	1975	1977	1362
mmu-miR-200c-3p MIMAT0000657	6	4	2	2	7	1	5	11	2	2	3	4	3	7	28
mmu-miR-212-3p MIMAT0000659	1	2	4	3	2	0	0	0	2	0	0	0	1	0	0
mmu-miR-378d MIMAT0025167	11446	7450	6105	5138	5844	2537	2014	6598	2537	2962	9245	7537	8258	7366	7936
mmu-miR-1949 MIMAT0009416	2	0	0	11	2	2	0	1	0	4	0	0	1	4	0
mmu-miR-1981-3p MIMAT0017351	3	3	0	1	4	2	1	4	4	4	4	1	4	2	2
mmu-miR-1193-5p MIMAT0017329	0	0	3	0	0	2	0	5	1	1	3	1	0	1	1
mmu-miR-29c-3p MIMAT0000536	7	12	15	12	15	0	0	1	0	0	26	3	31	34	22
mmu-miR-188-5p MIMAT0000217	6	10	5	3	10	3	0	2	0	0	13	9	11	9	11
mmu-miR-182-5p MIMAT0000211	21	17	14	8	12	16	35	29	49	48	19	22	46	9	115
mmu-miR-490-3p MIMAT0003780	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
mmu-miR-365-3p MIMAT0000711	50	111	130	82	153	15	14	25	7	14	177	71	197	159	246
mmu-miR-382-3p MIMAT0004691	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-195a-3p MIMAT0017000	29	19	21	6	26	31	27	29	29	15	45	28	20	28	26
mmu-miR-8116 MIMAT0031422	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
mmu-miR-25-5p MIMAT0017049	1	1	0	2	1	0	0	1	0	1	0	1	0	0	0
mmu-miR-337-5p MIMAT0004644	2627	3012	2670	2016	2510	1075	1075	3075	1192	1361	4327	2507	3716	3499	3208
mmu-miR-101a-3p MIMAT0000133	794	1124	1085	841	534	80	59	292	201	131	1985	533	1385	1199	1596
mmu-miR-145b MIMAT0025105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-125b-1-3p MIMAT0004669	0	0	0	2	0	0	1	1	1	0	2	1	1	1	3
mmu-miR-331-5p MIMAT0004643	4	0	1	0	3	2	0	0	0	0	2	1	0	1	1
mmu-miR-671-5p MIMAT0003731	2	6	6	2	5	2	0	0	5	4	10	3	8	12	8
mmu-miR-3062-5p MIMAT0014830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-92a-3p MIMAT0000539	8	11	5	5	9	1	1	6	3	8	8	3	9	10	15
mmu-miR-6972-3p MIMAT0027847	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-miR-668-3p MIMAT0003732	0	0	0	1	0	0	1	1	0	1	4	5	6	1	3
mmu-miR-381-5p MIMAT0017081	12	23	29	16	23	0	0	2	0	3	38	10	39	43	32
mmu-let-7e-5p MIMAT0000524	561	481	414	404	555	326	438	440	429	443	839	489	615	596	737
mmu-miR-190a-5p MIMAT0000220	7	7	3	6	2	0	0	1	1	2	16	0	7	8	10
mmu-miR-146a-5p MIMAT0000158	1403	1213	920	916	820	353	312	644	404	326	1678	1129	1088	1038	2035
mmu-miR-1b-3p MIMAT0017326	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
mmu-miR-3071-5p MIMAT0014850	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-410-3p MIMAT0001091	86	127	114	126	115	34	12	57	36	16	246	53	191	155	136
mmu-miR-130a-3p MIMAT0000141	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0
mmu-miR-6418-3p MIMAT0025174	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0
mmu-miR-340-5p MIMAT0004651	389	621	553	515	369	28	26	151	70	76	1032	366	844	710	1033
mmu-miR-324-5p MIMAT0000555	17	19	14	6	21	0	2	5	0	1	14	8	32	20	20
mmu-miR-3077-3p MIMAT0014863	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0
mmu-miR-212-5p MIMAT0017053	18	10	14	9	8	3	10	8	8	6	17	16	6	18	8
mmu-miR-99a-5p MIMAT0000131	13817	9753	8222	9665	12368	7977	9112	16542	15954	9229	20048	13764	17229	11932	16687
mmu-miR-221-5p MIMAT0017060	11	13	6	5	10	3	6	4	3	3	18	14	13	12	11
mmu-miR-421-3p MIMAT0004869	12	20	9	13	19	2	0	20	4	2	20	8	27	23	27
mmu-miR-486b-5p MIMAT0014943_>mmu-miR-486a-5p MIMAT0003130	9306	7484	6172	4507	6902	5009	5788	6733	5777	5708	13318	9458	8868	7903	9859
mmu-miR-3068-5p MIMAT0014842	41	43	30	25	48	1	1	15	8	12	76	19	39	51	57
mmu-miR-669b-5p MIMAT0003476	0	1	1	1	1	0	0	0	0	0	2	0	0	0	1
mmu-miR-6944-3p MIMAT0027789	6	6	7	4	9	7	9	7	13	17	5	4	3	4	8
mmu-miR-7687-3p MIMAT0029903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-138-2-3p MIMAT0016987	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-215-5p MIMAT0000904	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
mmu-miR-6412 MIMAT0025165	0	0	1	0	0	1	2	7	1	1	0	6	1	1	1
mmu-miR-135a-5p MIMAT0000147	0	1	1	2	7	0	0	1	1	0	6	1	18	9	10
mmu-miR-26a-5p MIMAT0000533	47438	46031	36825	35545	38774	12473	14012	34174	18900	17058	62203	35900	60140	52312	58368
mmu-miR-6941-3p MIMAT0027783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-298-3p MIMAT0017007	0	2	0	2	1	0	1	2	1	0	3	1	0	0	1
mmu-miR-28a-3p MIMAT0004661	6	4	5	3	2	8	7	5	12	4	6	7	7	8	7
mmu-miR-429-3p MIMAT0001537	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
mmu-let-7b-3p MIMAT0004621	16	20	19	27	27	9	22	17	11	15	35	14	43	33	35
mmu-miR-211-5p MIMAT0000668	0	3	0	0	0	1	0	0	1	0	1	0	0	0	8
mmu-miR-466i-3p MIMAT0005834	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
mmu-miR-329-3p MIMAT0000567	501	639	510	397	608	171	174	497	183	226	894	542	846	825	831
mmu-miR-6929-5p MIMAT0027758	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
mmu-miR-7236-3p MIMAT0028441	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
mmu-miR-451a MIMAT0001632	316	222	103	204	363	34	69	160	51	42	314	106	119	115	268
mmu-miR-122b-5p MIMAT0049852	1	0	0	0	2	0	0	1	2	0	2	0	0	0	1
mmu-miR-677-3p MIMAT0017246	1	0	0	0	2	0	0	2	3	1	1	0	1	0	0
mmu-miR-7073-5p MIMAT0028052	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0
mmu-miR-377-3p MIMAT0000741	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-665-5p MIMAT0017238	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
mmu-miR-3058-3p MIMAT0014814	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-223-5p MIMAT0017056	6	6	6	3	4	6	6	3	21	1	13	12	8	5	10
mmu-miR-434-5p MIMAT0001421	22560	12817	9337	7331	12656	18846	15300	35313	24140	27848	20928	19721	12508	11990	12602
mmu-miR-5620-5p MIMAT0022367	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-668-5p MIMAT0017237	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0
mmu-miR-187-5p MIMAT0016997	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-7005-3p MIMAT0027915	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-7091-3p MIMAT0028089	2	0	0	0	0	0	0	0	0	2	0	0	0	1	2
mmu-miR-582-5p MIMAT0005291	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3
mmu-miR-7211-5p MIMAT0028390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-34b-3p MIMAT0004581	3	8	1	4	6	2	2	3	1	1	6	2	6	5	6
mmu-miR-653-3p MIMAT0017284	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
mmu-miR-122-5p MIMAT0000246	12	34	2	5	58	8	11	61	11	71	0	1	1	0	7
mmu-miR-125b-2-3p MIMAT0004529	62	88	53	61	80	11	14	40	28	13	144	55	160	90	144
mmu-miR-135b-5p MIMAT0000612	5	6	3	3	2	1	2	1	0	1	5	3	1	13	10
mmu-miR-1936 MIMAT0009400	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
mmu-miR-338-3p MIMAT0000582	24	35	18	27	47	4	6	18	7	11	41	14	55	43	99
mmu-miR-1198-3p MIMAT0017332	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
mmu-miR-335-3p MIMAT0004704	288	226	195	200	151	99	75	161	76	73	377	274	240	258	256
mmu-miR-3470b MIMAT0015641	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-1946a MIMAT0009412	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
mmu-miR-6923-5p MIMAT0027746	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-29b-2-5p MIMAT0017063	5	9	10	7	7	1	0	1	0	0	10	2	6	4	3
mmu-miR-504-5p MIMAT0004889	58	37	21	25	21	56	27	63	53	85	48	41	41	35	21
mmu-miR-151-5p MIMAT0004536	67	55	46	50	73	9	14	32	14	12	60	38	71	73	66
mmu-miR-6994-5p MIMAT0027890	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-133b-3p MIMAT0000769	1626	2212	1840	1894	3989	105	124	498	179	163	3406	936	3036	3266	2870
mmu-miR-1843a-3p MIMAT0014806	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
mmu-miR-3473b MIMAT0020367	2	1	0	0	1	3	2	0	2	1	0	1	0	1	0
mmu-miR-376c-5p MIMAT0005295	0	1	3	3	5	0	0	2	1	0	6	1	10	11	3
mmu-miR-493-3p MIMAT0004888	192	137	98	81	148	126	111	293	174	182	199	137	156	156	178
mmu-miR-223-3p MIMAT0000665	0	0	0	0	1	0	0	0	0	0	0	1	2	5	3
mmu-miR-219a-5p MIMAT0000664	0	4	1	0	1	0	0	0	0	0	1	0	1	1	0
mmu-miR-467d-5p MIMAT0004886	0	3	0	1	1	0	0	0	0	0	5	3	2	2	4
mmu-miR-5709-5p MIMAT0022504	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0
mmu-miR-1a-3p MIMAT0000123	1940266	1588660	1535314	1165308	427745	318371	276071	745520	538860	405807	2002165	1554359	2013794	1731654	1725602
mmu-miR-3110-5p MIMAT0014951	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-19a-3p MIMAT0000651	4	39	34	30	13	1	0	4	0	0	56	7	16	37	29
mmu-miR-325-3p MIMAT0004640	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
mmu-miR-3086-5p MIMAT0014880	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6976-5p MIMAT0027854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-34b-5p MIMAT0000382	5	7	5	3	3	0	0	1	0	0	3	4	4	0	1
mmu-miR-29b-1-5p MIMAT0004523	0	2	2	2	2	0	0	0	0	0	3	0	1	3	1
mmu-miR-126a-3p MIMAT0000138	71591	92445	66150	62610	80949	22310	20023	52400	25620	24241	106602	54143	81443	77118	79523
mmu-miR-2137 MIMAT0011213	1	2	0	3	1	0	2	1	0	0	0	0	0	0	1
mmu-miR-664-3p MIMAT0012774	4	4	0	1	4	3	0	3	0	0	4	5	10	10	4
mmu-miR-7085-3p MIMAT0028077	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-380-3p MIMAT0000745	59	87	80	86	99	19	9	62	44	29	205	53	158	197	115
mmu-miR-7091-5p MIMAT0028088	4	1	1	2	1	0	5	5	2	7	4	3	0	0	2
mmu-miR-467c-3p MIMAT0017275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-376a-5p MIMAT0003387	37	176	116	135	190	6	10	29	5	9	288	25	191	216	212
mmu-let-7d-5p MIMAT0000383	3577	4275	3875	3036	3203	2050	3306	3934	3238	2949	5929	3332	4970	4809	6024
mmu-miR-675-5p MIMAT0003725	3	7	0	0	7	0	0	0	0	0	2	1	6	9	6
mmu-miR-6991-3p MIMAT0027885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3061-3p MIMAT0014829	5	1	3	0	1	1	0	4	0	2	8	1	2	3	1
mmu-miR-669a-3p MIMAT0017243_>mmu-miR-669o-3p MIMAT0017347	3	1	2	2	3	0	1	0	0	0	6	3	1	3	9
mmu-miR-672-5p MIMAT0003735	0	3	5	1	4	1	6	2	3	2	3	1	0	5	8
mmu-miR-1943-5p MIMAT0009408	9	6	4	3	4	10	7	6	7	10	7	4	4	6	5
mmu-miR-6994-3p MIMAT0027891	1	1	0	0	0	0	0	1	2	1	0	0	1	0	0
mmu-miR-22-5p MIMAT0004629	369	504	487	495	541	65	87	272	102	95	737	315	574	576	358
mmu-miR-5623-5p MIMAT0022373	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-802-5p MIMAT0004188	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-10a-3p MIMAT0004659	20	23	21	22	16	1	2	12	6	2	35	17	29	31	33
mmu-miR-666-5p MIMAT0003737	391	246	140	104	214	695	527	704	781	948	304	399	185	163	250
mmu-miR-669c-5p MIMAT0003479	7	1	4	4	13	3	4	3	1	1	7	1	6	7	15
mmu-miR-1946b MIMAT0009443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-6997-3p MIMAT0027897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7057-3p MIMAT0028019	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mmu-miR-1193-3p MIMAT0005851	38	94	78	80	62	9	5	45	8	17	162	45	156	150	124
mmu-miR-539-3p MIMAT0017208	3	11	12	3	9	0	0	1	0	0	16	1	8	15	3
mmu-miR-323-3p MIMAT0000551	3	0	1	0	0	2	2	0	1	1	1	3	1	0	0
mmu-miR-326-3p MIMAT0000559	10	9	6	4	12	0	2	1	0	4	9	3	20	7	8
mmu-miR-431-3p MIMAT0004753	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-126b-5p MIMAT0029894	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-146b-5p MIMAT0003475	991	775	594	485	582	264	281	579	440	329	1283	731	941	658	1463
mmu-miR-132-3p MIMAT0000144	5	9	4	2	8	2	0	2	2	0	7	7	14	8	11
mmu-miR-1955-5p MIMAT0009426	3	2	0	0	0	0	0	0	0	0	2	1	1	1	0
mmu-miR-351-3p MIMAT0017042	2	1	4	1	1	3	1	4	4	2	3	5	4	3	5
mmu-miR-3470a MIMAT0015640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1964-3p MIMAT0009437	24	9	11	5	7	34	21	31	26	32	16	12	7	17	6
mmu-miR-181b-1-3p MIMAT0017067	2	0	1	5	0	0	1	0	0	0	6	0	8	3	5
mmu-miR-1958 MIMAT0009431	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-148a-5p MIMAT0004617	54	37	22	29	43	2	12	45	34	25	80	40	37	29	65
