	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-mir-467a-2 MI0014053_>mmu-mir-467a-4 MI0014059_>mmu-mir-467a-5 MI0014062_>mmu-mir-467a-7 MI0014069_>mmu-mir-467a-8 MI0014072_>mmu-mir-467a-9 MI0014074	34	19	17	13	32	4	3	17	7	4	44	18	24	33	82
mmu-mir-6399 MI0021935	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-145a MI0000169	3689	2825	2117	2017	4209	355	419	1052	353	416	3906	2157	4733	4297	4014
mmu-mir-7054 MI0022903	0	1	0	0	0	1	0	0	0	0	3	0	0	1	0
mmu-mir-3473g MI0026054	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0
mmu-let-7e MI0000561	725	643	572	514	681	429	591	571	568	553	1074	640	828	805	973
mmu-mir-193b MI0005484	25	30	20	14	45	8	10	10	6	4	40	15	41	22	75
mmu-mir-7079 MI0022929	2	1	0	0	0	0	1	0	2	0	2	2	1	0	0
mmu-mir-23b MI0000141	1995	2045	1724	1775	2771	527	638	1211	1005	665	2968	2178	3439	2349	2541
mmu-mir-144 MI0000168	52	94	76	125	113	0	1	12	3	8	229	28	68	93	123
mmu-mir-7679 MI0025024	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
mmu-mir-7008 MI0022857	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-690 MI0004658	60	67	52	315	179	137	122	180	115	149	55	79	31	25	29
mmu-mir-3070-2 MI0014033	1	0	0	1	0	1	3	1	2	1	0	0	2	0	0
mmu-mir-3087 MI0014080	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
mmu-mir-6899 MI0022746	1	0	0	0	0	0	1	0	0	0	0	2	1	2	0
mmu-mir-669m-1 MI0009943	2	1	1	3	3	0	0	0	0	1	3	0	0	0	3
mmu-mir-6967-1 MI0022815_>mmu-mir-6967-2 MI0031752	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3470a MI0014696	14	14	5	54	33	19	38	23	16	36	3	19	6	6	3
mmu-mir-376c MI0003533	69	63	44	56	51	6	5	33	19	11	96	46	87	117	77
mmu-mir-8100 MI0026029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmu-mir-3081 MI0014044	17	5	7	7	9	8	3	11	15	16	15	11	11	9	7
mmu-mir-20a MI0000568	313	882	701	504	525	18	26	92	47	30	1132	229	977	891	1378
mmu-mir-12188 MI0040629	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-183 MI0000225	11	6	4	7	14	13	21	20	39	25	15	5	25	13	53
mmu-mir-5623 MI0019191	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1249 MI0004132	1	2	2	1	4	0	7	1	0	2	1	0	3	4	2
mmu-mir-466b-3 MI0005504	2	1	4	1	1	0	0	0	0	0	4	0	4	2	4
mmu-mir-5615-1 MI0019181	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
mmu-mir-6928 MI0022775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-7653 MI0024993	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0
mmu-mir-879 MI0005472	0	0	1	0	1	0	0	0	0	0	0	2	1	0	1
mmu-mir-221 MI0000709	178	215	177	172	212	27	35	82	36	23	349	172	366	258	292
mmu-mir-1983 MI0009990	21	34	20	25	32	9	3	29	7	10	44	29	40	54	32
mmu-mir-376b MI0001162	358	377	300	325	415	56	97	270	127	107	565	239	438	531	440
mmu-mir-7117 MI0022968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-1981 MI0009992	87	59	39	29	48	231	271	163	228	168	74	77	53	47	65
mmu-mir-3079 MI0014042	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
mmu-mir-6896 MI0022743	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
mmu-mir-297a-3 MI0005488	2	0	0	0	0	0	0	0	0	0	0	1	2	0	3
mmu-mir-302b MI0003716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-432 MI0012528	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6968 MI0022816	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7219 MI0023714	0	1	0	3	2	2	1	1	3	0	0	3	1	3	2
mmu-mir-3535 MI0026036	3631	3323	2552	1851	2701	7025	7061	6023	8567	11257	3918	2128	3569	3043	3995
mmu-mir-125b-2 MI0000152	4949	8754	7597	6420	7537	1415	1884	3969	2175	2181	14106	4442	11967	11760	14751
mmu-mir-299b MI0019180	2	10	7	0	8	0	1	3	0	0	11	3	5	14	7
mmu-mir-539 MI0003520	106	141	97	72	166	50	75	131	78	59	140	118	167	138	149
mmu-mir-1953 MI0009948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-551b MI0004131	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
mmu-mir-5625 MI0019194	0	0	0	0	1	0	1	1	1	0	0	0	1	2	0
mmu-mir-7037 MI0022886	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mmu-mir-741 MI0005205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-692-1 MI0004660	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7075 MI0022925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7043 MI0022892	6	3	2	2	2	9	1	7	5	1	6	7	3	1	4
mmu-mir-6929 MI0022776	0	1	0	1	0	0	3	1	1	1	0	1	0	0	1
mmu-mir-3074-2 MI0014104	2	0	2	3	3	4	1	8	1	1	5	3	7	4	10
mmu-mir-3569 MI0025014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-6413 MI0021950	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-125b-1 MI0000725	4872	8635	7508	6339	7445	1393	1873	3920	2140	2169	13927	4379	11766	11645	14549
mmu-mir-7038 MI0022887	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0
mmu-mir-6996 MI0022844	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
mmu-mir-466b-5 MI0014063_>mmu-mir-466b-7 MI0014070	2	1	5	2	6	0	1	0	1	0	8	0	6	4	10
mmu-mir-1947 MI0009937	2	3	0	0	2	3	4	3	3	2	0	3	1	0	3
mmu-mir-1191a MI0006296	0	1	0	2	1	3	0	2	1	0	3	2	5	3	2
mmu-mir-501 MI0004703	557	456	393	299	314	569	498	714	682	596	658	524	526	537	636
mmu-mir-7116 MI0022967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-100 MI0000692	5758	5909	4572	4767	5862	2653	2522	4596	3305	2600	8694	5750	7441	6309	8315
mmu-mir-147 MI0005482	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
mmu-mir-6897 MI0022744	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-3470b MI0014697	30	44	28	163	130	96	81	117	92	123	21	63	22	25	21
mmu-mir-181d MI0005450	259	301	242	221	281	86	82	202	191	85	413	218	343	361	409
mmu-mir-675 MI0004123	22	25	10	34	46	8	7	11	27	13	18	14	22	33	27
mmu-mir-5709 MI0019318	0	1	3	3	0	0	0	0	0	0	0	1	1	0	0
mmu-mir-28c MI0016966	11	3	6	0	7	2	3	6	3	2	13	9	7	7	11
mmu-mir-669e MI0006300	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2
mmu-mir-7651 MI0024989	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-101c MI0016974	1	2	9	6	1	0	0	3	0	0	9	5	9	2	2
mmu-mir-12185 MI0040625	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
mmu-mir-7b MI0000730	9	0	3	1	2	1	1	2	2	3	0	8	3	6	0
mmu-mir-542 MI0003522	16	28	29	17	14	3	5	14	7	9	56	22	26	30	68
mmu-mir-6998 MI0022846	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-3083 MI0014046	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7036b MI0024991	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5121 MI0018030	5	3	8	17	15	0	0	1	1	3	4	2	7	6	7
mmu-mir-122b MI0040634	4	0	2	0	2	0	0	1	4	1	3	1	1	0	1
mmu-mir-6546 MI0024983	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-669a-4 MI0014054_>mmu-mir-669a-5 MI0014055_>mmu-mir-669a-6 MI0014058_>mmu-mir-669a-7 MI0014061_>mmu-mir-669a-8 MI0014066_>mmu-mir-669a-9 MI0014068_>mmu-mir-669a-10 MI0014073_>mmu-mir-669a-11 MI0014075_>mmu-mir-669a-12 MI0014077	9	3	3	10	7	2	4	4	2	1	12	8	6	7	26
mmu-mir-7243 MI0025043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-330 MI0000607	13	15	10	8	15	3	3	15	8	17	13	7	10	17	10
mmu-mir-101a MI0000148	2236	3642	3563	2677	1724	161	103	730	560	318	5984	1743	4228	3513	5399
mmu-mir-6997 MI0022845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-540 MI0003518	486	459	399	261	323	389	398	747	446	528	784	398	589	569	534
mmu-mir-466b-1 MI0005502	2	1	5	2	6	0	1	0	1	0	8	0	6	4	10
mmu-mir-1950 MI0009941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6364 MI0021893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-99b MI0000147	519	482	429	301	495	247	227	445	373	269	722	446	659	549	661
mmu-mir-467e MI0006128	7	9	3	6	6	3	1	4	1	0	14	2	9	6	27
mmu-mir-500 MI0004702	36	42	44	22	48	7	1	13	6	14	68	18	40	70	67
mmu-mir-7040 MI0022889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-676 MI0005003	260	262	225	174	236	215	199	380	338	233	356	237	326	277	383
mmu-mir-2137 MI0010750	1	2	0	3	1	0	2	1	0	0	0	0	0	0	1
mmu-mir-328 MI0000603	371	387	354	288	225	262	231	535	300	331	568	368	419	532	310
mmu-mir-214 MI0000698	276	297	265	242	340	108	120	181	130	111	532	219	415	373	472
mmu-mir-192 MI0000551	511	390	289	256	351	250	206	503	368	368	580	474	487	355	551
mmu-mir-224 MI0000711	53	64	56	50	54	31	49	63	62	55	103	80	123	81	127
mmu-mir-301b MI0004122	1	2	0	0	1	0	0	0	0	0	0	3	0	0	1
mmu-mir-7115 MI0022966	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-6412 MI0021949	0	0	1	0	0	1	2	7	1	1	0	6	1	1	1
mmu-mir-3471-2 MI0014701	0	1	0	6	8	1	1	1	2	7	0	4	0	0	1
mmu-mir-5119 MI0018028	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-297a-4 MI0005489	2	0	0	0	0	0	0	0	0	0	0	1	2	0	3
mmu-mir-129-2 MI0000585	10	6	4	6	10	23	12	22	20	11	15	11	15	6	8
mmu-mir-7676-1 MI0025017_>mmu-mir-7676-2 MI0025018	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-544 MI0005555	2	4	4	3	2	0	0	1	0	0	8	0	4	6	3
mmu-mir-3103 MI0014100	1	2	1	0	0	2	1	0	0	1	0	0	0	0	0
mmu-mir-7650 MI0024988	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-1951 MI0009946	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-mir-6236 MI0021583	167	154	187	208	913	203	489	292	221	214	277	100	85	135	88
mmu-mir-541 MI0003521	9306	6523	5355	3661	4631	7276	8154	12013	9104	10950	8653	7909	7779	6940	7994
mmu-mir-669a-1 MI0004523	9	3	3	10	7	2	4	4	2	1	12	8	6	7	26
mmu-mir-1949 MI0009940	2	0	0	12	4	2	0	1	0	4	0	0	3	5	1
mmu-mir-686 MI0004650	0	1	2	3	4	2	0	2	4	4	3	0	1	1	1
mmu-mir-344b MI0014095	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-7041 MI0022890	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-6374 MI0021903	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7648 MI0024986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-598 MI0005556	1	1	0	2	0	0	1	1	1	1	2	3	1	1	4
mmu-mir-6923 MI0022770	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-7036a MI0022885	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-219a-1 MI0000702	3	6	4	3	8	0	0	1	2	2	3	1	2	7	2
mmu-mir-8092 MI0026019	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-134 MI0000160	55	42	38	20	40	40	49	67	40	63	68	54	50	50	56
mmu-mir-383 MI0000800	1	0	0	0	0	1	1	0	1	1	2	0	1	0	0
mmu-let-7b MI0000558	4263	4112	3220	2943	4159	1729	2559	2608	2349	2078	5233	3226	4368	4656	5570
mmu-mir-3071 MI0014034	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-466n MI0014079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6366 MI0021895	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7667 MI0025007	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
mmu-mir-7012 MI0022861	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-12201 MI0040647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-497a MI0004636	2	8	4	7	10	0	0	3	0	1	10	0	8	9	13
mmu-mir-133a-1 MI0000159	12862	22332	20469	19681	25217	976	957	4497	1330	1074	31741	8852	29894	30141	25086
mmu-mir-3062 MI0014024	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
mmu-mir-672 MI0004258	1	3	5	1	4	1	6	2	3	2	3	3	0	7	9
mmu-mir-6905 MI0022752	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-874 MI0005479	5	11	5	7	5	1	3	5	1	1	20	10	17	22	10
mmu-mir-3473b MI0016997	7	3	0	9	5	8	10	5	2	7	2	5	4	3	8
mmu-mir-679 MI0004638	70	51	48	26	46	44	56	100	74	70	63	64	46	50	55
mmu-mir-688 MI0004653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-7685 MI0025036	1	0	0	0	0	0	2	0	1	0	2	0	0	2	0
mmu-mir-6914 MI0022761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6932 MI0022779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-3472 MI0014704	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0
mmu-mir-5132 MI0018044	0	0	1	0	0	1	3	1	1	0	1	0	2	0	0
mmu-mir-8108 MI0026039	0	0	0	0	0	0	1	2	0	5	0	0	1	0	0
mmu-mir-6950 MI0022797	0	0	0	0	0	2	1	0	1	2	1	0	1	0	0
mmu-mir-20b MI0003536	4	9	13	3	7	1	0	1	3	1	12	5	10	8	37
mmu-mir-378b MI0016973	209	178	134	110	119	35	38	91	41	55	230	120	216	187	189
mmu-mir-664 MI0012531	31	33	22	17	31	22	24	19	14	16	27	25	29	52	28
mmu-mir-7021 MI0022870	1	3	1	0	2	0	0	4	1	2	1	2	2	0	1
mmu-mir-210 MI0000695	26	53	49	44	86	5	1	11	4	4	116	18	87	55	82
mmu-mir-5114 MI0018023	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
mmu-mir-24-2 MI0000572	7059	13321	9735	8529	12887	2324	2801	6145	3404	3414	18180	6165	13896	13735	15046
mmu-mir-139 MI0000693	52	36	29	27	27	52	42	53	35	42	39	50	37	51	35
mmu-mir-423 MI0004637	788	636	614	407	508	516	498	741	502	655	944	666	836	741	833
mmu-mir-135a-1 MI0000161	0	1	1	2	7	0	0	1	1	0	6	1	18	9	10
mmu-mir-299a MI0000399	1096	2049	1764	1378	1893	137	94	590	265	253	2968	690	2608	2837	2334
mmu-mir-466f-2 MI0005508	3	2	0	1	1	0	1	0	0	0	1	0	0	1	2
mmu-mir-669n MI0009951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-340 MI0000623	487	757	648	603	482	69	71	272	165	162	1188	450	955	826	1215
mmu-mir-466b-2 MI0005503	2	1	5	2	6	0	1	0	1	0	8	0	6	4	10
mmu-mir-6910 MI0022757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-467a-1 MI0002402	34	19	17	13	32	4	3	17	7	4	44	18	24	33	82
mmu-mir-872 MI0005549	191	243	200	240	217	22	28	108	62	34	399	144	327	296	418
mmu-mir-7007 MI0022856	0	0	0	1	2	1	0	0	0	0	1	0	1	0	0
mmu-mir-382 MI0000799	1257	1225	1145	811	643	403	568	1154	747	635	1643	1113	1595	1304	1490
mmu-mir-6927 MI0022774	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-331 MI0000609	27	17	16	14	23	5	0	8	5	3	22	9	21	23	14
mmu-mir-466k MI0006292	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-409 MI0001160	1284	1361	1066	816	1067	390	403	1119	441	547	1831	1061	1904	1596	1563
mmu-mir-5710 MI0019319	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
mmu-mir-184 MI0000226	3	2	2	1	1	3	2	2	15	4	2	2	1	1	2
mmu-mir-92a-1 MI0000719	397	306	272	298	346	362	338	456	407	366	528	346	447	350	606
mmu-mir-205 MI0000248	0	4	0	2	1	0	0	8	3	1	0	0	3	0	0
mmu-mir-449c MI0004645	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
mmu-mir-1932 MI0009921	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
mmu-mir-3057 MI0014020	10	4	2	3	4	6	8	10	4	5	7	9	8	14	6
mmu-mir-6715 MI0025026	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-mir-425 MI0001447	84	96	100	92	138	16	17	40	28	19	132	74	114	116	154
mmu-mir-339 MI0000621	73	171	131	114	156	3	8	40	15	18	245	59	206	229	222
mmu-mir-5615-2 MI0019182	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
mmu-mir-1941 MI0009930	0	2	0	0	2	0	0	0	0	0	1	0	0	0	2
mmu-mir-3066 MI0014028	1	1	1	2	0	0	1	2	2	0	3	3	0	1	1
mmu-mir-5136 MI0018048	0	0	1	1	0	1	2	7	0	0	0	0	2	1	2
mmu-let-7j MI0021908	2423	1626	1419	1210	1250	657	809	1878	1459	1017	2447	1973	2179	1619	2543
mmu-mir-6238 MI0021585	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-152 MI0000174	4689	4937	3756	3446	3599	786	793	1940	1550	1045	6878	3470	6801	4938	7521
mmu-mir-486a MI0003493	15334	12272	10016	7525	11860	9955	10639	12342	11040	11625	20120	15006	14166	12530	15411
mmu-mir-8101 MI0026031	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0
mmu-mir-669m-2 MI0009944	2	1	1	3	3	0	0	0	0	1	3	0	0	0	3
mmu-mir-7030 MI0022879	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7d MI0000405	4365	5365	4882	3815	3906	2638	4110	5066	4052	3741	7384	4112	6376	6147	7150
mmu-mir-96 MI0000583	1	3	3	0	7	0	1	1	0	0	2	0	7	0	4
mmu-mir-133a-2 MI0000820	12832	22306	20434	19647	25189	968	953	4472	1321	1073	31722	8833	29863	30120	25083
mmu-mir-5110 MI0018019	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-215 MI0000974	0	1	0	0	1	0	0	0	1	0	0	0	1	1	6
mmu-mir-5123 MI0018034	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0
mmu-mir-22 MI0000570	1728	2523	2409	2759	3165	267	305	878	490	364	3892	1268	3122	3267	2193
mmu-mir-6901 MI0022748	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2
mmu-mir-488 MI0004633	3	1	1	6	3	1	0	3	3	1	8	4	7	6	8
mmu-mir-29b-2 MI0000712	16	43	30	28	28	3	2	9	1	1	43	15	29	42	27
mmu-mir-7672 MI0025012	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
mmu-mir-344d-1 MI0004524	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-mir-706 MI0004690	0	0	0	1	0	2	0	3	0	0	1	0	0	0	0
mmu-mir-450a-2 MI0003537	405	1252	1151	1052	1041	99	104	242	176	143	2033	346	1782	1479	1665
mmu-mir-6994 MI0022842	2	3	0	0	0	1	2	1	2	2	3	0	2	2	1
mmu-mir-3101 MI0014093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7074 MI0022924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6977 MI0022825	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0
mmu-mir-1945 MI0009934	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-684-2 MI0004648	1	2	4	8	6	4	5	5	2	4	0	5	2	1	0
mmu-mir-1199 MI0006307	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7083 MI0022933	0	0	1	1	3	1	0	0	0	1	0	2	0	0	0
mmu-mir-652 MI0004965	214	231	171	140	303	32	35	82	49	32	317	173	315	196	412
mmu-mir-1907 MI0008325	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-1971 MI0009970	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-30d MI0000549	16309	13153	10421	9029	10538	10111	6822	14662	10778	11358	17820	14245	14278	14120	14965
mmu-mir-5101 MI0018009	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
mmu-mir-7019 MI0022868	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7057 MI0022906	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mmu-mir-1954 MI0009949	8	4	2	19	8	20	10	21	20	19	6	8	3	3	3
mmu-mir-3102 MI0014099	10	11	8	8	19	5	10	8	9	6	16	3	10	12	11
mmu-mir-6959 MI0022806	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
mmu-mir-7a-1 MI0000728	964	426	376	405	307	216	308	666	468	557	792	828	619	555	1011
mmu-mir-19b-2 MI0000546	55	158	177	141	51	1	0	9	5	5	230	54	127	223	269
mmu-mir-194-2 MI0000733	34	75	63	59	56	4	0	17	9	5	97	32	89	106	92
mmu-mir-6976 MI0022824	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
mmu-mir-669d MI0006281	1	2	2	2	2	0	0	1	0	0	1	0	1	4	1
mmu-mir-3964 MI0016970	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
mmu-mir-377 MI0000794	121	302	300	237	282	20	16	85	22	54	456	78	429	492	331
mmu-mir-3078 MI0014041	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mmu-mir-3473a MI0014706	1	0	0	1	2	0	1	1	2	1	5	0	2	1	0
mmu-mir-7237 MI0023732	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
mmu-mir-680-2 MI0004641	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
mmu-mir-1927 MI0009914	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-7046 MI0022895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7084 MI0022934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-6516 MI0022266	4	8	6	10	10	7	6	14	5	5	6	4	4	7	5
mmu-mir-187 MI0000229	5	4	4	3	9	0	2	0	2	3	8	2	3	9	4
mmu-mir-344-1 MI0000630	0	0	0	0	2	0	0	0	0	0	2	3	1	0	0
mmu-mir-7657 MI0024997	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-7238 MI0023733	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-mir-3112 MI0014109	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-320 MI0000704	505	383	302	256	231	514	650	506	488	548	656	429	487	512	590
mmu-mir-31 MI0000579	2	2	2	0	1	0	1	0	0	1	10	0	3	3	3
mmu-mir-26a-2 MI0000706	50345	49354	39573	38140	41546	12957	14686	35728	19526	17773	66540	37919	64989	56651	62487
mmu-mir-592 MI0004127	7	7	9	10	4	1	0	0	0	1	14	8	7	16	5
mmu-mir-466b-8 MI0014112	2	1	5	2	6	0	1	0	1	0	8	0	5	4	10
mmu-mir-142a MI0000167	142	223	160	176	257	3	18	43	26	11	434	72	227	203	1803
mmu-mir-8105 MI0026035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-188 MI0000230	7	11	5	5	12	3	0	3	0	0	14	12	16	9	14
mmu-mir-23a MI0000571	345	575	513	396	579	55	80	187	95	61	686	424	1056	676	756
mmu-mir-1247 MI0004120	1	3	2	1	0	0	1	0	1	0	1	4	2	2	2
mmu-mir-1198 MI0006306	94	77	47	36	67	190	211	137	178	133	114	105	88	88	98
mmu-mir-3154 MI0030343	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
mmu-mir-1195 MI0006303	1	3	0	3	5	3	0	4	2	0	1	0	1	2	1
mmu-mir-449a MI0001649	2	0	7	1	3	0	0	0	0	0	3	0	2	2	6
mmu-mir-668 MI0004134	75	69	67	49	45	31	30	104	45	55	97	84	109	62	90
mmu-mir-1958 MI0009955	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-335 MI0000817	1289	1810	1501	1341	668	184	131	485	259	230	2210	990	1616	2395	1923
mmu-mir-325 MI0000597	1	1	1	0	0	1	0	1	0	0	3	0	1	3	2
mmu-mir-384 MI0001146	1	1	2	2	3	0	3	0	0	0	3	0	3	2	4
mmu-mir-7070 MI0022920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1904 MI0008323	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-7069 MI0022919	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-92a-2 MI0000580	124	90	90	102	120	59	46	77	86	46	169	110	173	103	194
mmu-mir-6989 MI0022837	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-7688 MI0025041	3	1	4	1	4	10	7	19	5	12	4	5	6	2	2
mmu-mir-450b MI0004705	66	107	107	100	46	24	33	59	21	25	204	69	141	185	145
mmu-mir-693 MI0004662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-744 MI0004124	1104	878	801	593	640	1360	1570	1613	1404	1731	1265	943	1080	1089	993
mmu-mir-350 MI0000640	21	22	19	20	38	6	1	2	1	2	31	20	24	29	37
mmu-mir-467g MI0006301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-12193 MI0040636	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-363 MI0000765	3	6	1	5	7	0	0	3	2	0	4	3	2	3	21
mmu-mir-378c MI0021923	15563	16851	14138	9512	9791	2812	2203	7429	3946	3763	22286	11905	17084	15068	18104
mmu-mir-702 MI0004686	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
mmu-mir-3473e MI0022357	0	0	0	0	2	3	0	1	0	1	1	0	3	0	0
